Rank,Speed (kts),Craft Type,Name,Runs,Sail Number
1,18.46,Sailboard,Richard Holgate,6,53
2,18.34,Boat,Joddy Chapman,11,141
3,17.55,Sailboard,Nick Povey,6,111
4,12.14,Boat,John Peperell,6,508
5,11.95,Boat,Bob Date,8,458
6,9.71,Boat,Philip Middleton,11,99
7,4.32,Boat,Richard Pemberton,2,777
