Place,HelmName,Fleet,Status
1,Guy Cribb,Men's Wingboard,Pro Fleet
2,James Bulson,Men's Wingboard,Amateur
3,Richard Hobson,Men's Wingboard,Pro Fleet
4,Denis Gordo,Men's Wingboard,Amateur
5,Rod Dickinson,Men's Wingboard,Amateur
6,Andrew Collenette,Men's Wingboard,Amateur
