Place,Helmname,Fleet,Status,Run 1 (kts),Run 2 (kts),Avg (kts)
1,Anna Collenette,Women's Wingboard,Amateur,25.25,24.84,25.05
2,Zara Davis,Women's Wingboard,Amateur,18.41,17.74,18.07
