Place,Helmname,Fleet,Status,Run 1 (kts),Run 2 (kts),Avg (kts)
1,James Bulson,Men's Wingboard,Amateur,28.19,28.13,28.16
2,Richard Hobson,Men's Wingboard,Pro Fleet,28.05,27.74,27.89
3,Guy Cribb,Men's Wingboard,Pro Fleet,27.71,27.64,27.67
4,Denis Gordo,Men's Wingboard,Amateur,25.54,25.42,25.48
5,Rod Dickinson,Men's Wingboard,Amateur,25.35,24.82,25.09
6,Andrew Collenette,Men's Wingboard,Amateur,24.61,24.38,24.50
