Place,HelmName,Fleet,Age,Tally
1,Richard Hobson,Overall Wingboard,Adult,4
2,Scotty Stallman,Overall Wingboard,Adult,96
3,Ben Robbins,Overall Wingboard,Adult,67
4,Gary Nichols,Overall Wingboard,Adult,19
5,Nick Barrett,Overall Wingboard,Adult,97
6,Peter Mallett,Overall Wingboard,Adult,54
7,Mark Salvage,Overall Wingboard,Adult,59
