Place,HelmName,Fleet,Status
1,Kevin Greenslade,Men's Sailboard,Pro Fleet
2,Jim Crossley,Men's Sailboard,Gold Fleet
3,Simon Pettifer,Men's Sailboard,Gold Fleet
4,Keith Atkinson,Men's Sailboard,Pro Fleet
5,Allan Cross,Men's Sailboard,Pro Fleet
6,Garry Connell,Men's Sailboard,Gold Fleet
7,Gavin Nicholson,Men's Sailboard,Gold Fleet
8,James Battye,Men's Sailboard,Amateur
9,Trevor Whatford,Men's Sailboard,Amateur
10,Mark Palmer,Men's Sailboard,Amateur
