Place,HelmName,Fleet,Age,Tally
1,Denis Gordo,Male Wingfoil,Adult,62
2,Rafferty Read,Male Wingfoil,Adult,95
3,Rod Dickinson,Male Wingfoil,Adult,31
4,Jon Nichols,Male Wingfoil,Adult,44
5,Nick Barrett,Male Wingfoil,Adult,38
6,Jez Milne,Male Wingfoil,Adult,28
