Place,HelmName,Fleet,Age,Tally
1,Simon Pettifer,Male Windsurf,Adult,2
2,Scott Harrison,Male Windsurf,Adult,8
3,Shane Verrion,Male Windsurf,Adult,69
4,Iain Neary,Male Windsurf,Adult,11
5,Andy Stuart-William,Male Windsurf,Adult,42
6,Andrew Twinn,Male Windsurf,Adult,75
7,Simon Barker,Male Windsurf,Adult,26
