Place,HelmName,Fleet,Age,Tally
1,Henry Bloodworth,Overall Windfoil,Adult,104
2,Michael George,Overall Windfoil,Adult,1
3,Garry Connell,Overall Windfoil,Adult,19
4,Tim Bate,Overall Windfoil,Adult,40
5,Mark Salvage,Overall Windfoil,Adult,80
