Place,Helmname,Fleet
1,Leigh Kingaby,Men's Sailboard
2,Scotty Stallman,Men's Sailboard
3,Dave Strudwick,Men's Sailboard
4,Paul Sibley,Men's Sailboard
5,Peter Crosby,Men's Sailboard
6,Alex Smith,Men's Sailboard
7,Trevor Whatford,Men's Sailboard
8,Gavin Nicholson,Men's Sailboard
9,Garry Connell,Men's Sailboard
