Place,HelmName,Fleet,Status
1,Leigh Kingaby,Men's Sailboard,Pro Fleet
2,Scotty Stallman,Men's Sailboard,Pro Fleet
3,Dave Strudwick,Men's Sailboard,Gold Fleet
4,Paul Sibley,Men's Sailboard,Gold Fleet
5,Peter Crosby,Men's Sailboard,Gold Fleet
6,Alex Smith,Men's Sailboard,Gold Fleet
7,Trevor Whatford,Men's Sailboard,Amateur
8,Gavin Nicholson,Men's Sailboard,Gold Fleet
9,Garry Connell,Men's Sailboard,Gold Fleet
