Place,HelmName,Fleet,Status
1,Alex Smith,Men's Sailboard,Gold Fleet
2,Paul Sibley,Men's Sailboard,Gold Fleet
3,James Battye,Men's Sailboard,Gold Fleet
4,Kacper Wozniak,Men's Sailboard,Gold Fleet
5,Garry Connell,Men's Sailboard,Gold Fleet
6,Trevor Whatford,Men's Sailboard,Amateur
