Place,Helmname,Fleet
1,Alex Smith,Men's Sailboard
2,Paul Sibley,Men's Sailboard
3,James Battye,Men's Sailboard
4,Kacper Wozniak,Men's Sailboard
5,Garry Connell,Men's Sailboard
6,Trevor Whatford,Men's Sailboard
