Place,HelmName,Fleet,Status
1,David Garrel,Men,Pro Fleet
2,Martyn Ogier,Men,Pro Fleet
3,Patrick Van Hoof,Men,Pro Fleet
4,Torsten Mallon,Men,Pro Fleet
5,Daniel Borgelind,Men,Gold Fleet
6,Anders Bjorkqvist,Men,Gold Fleet
