Date,Time,Sail Number,Speed (kts),Wind Speed,Gust Speed,Ratio
1998-10-08,14:58:56,711,18.465,10.00,0.00,1.847
1998-10-08,15:00:19,18,9.167,11.00,0.00,0.833
1998-10-08,15:01:50,30,16.066,12.00,0.00,1.339
1998-10-08,15:02:41,47,6.785,11.00,0.00,0.617
1998-10-08,15:03:38,101,19.261,17.00,0.00,1.133
1998-10-08,15:05:01,711,24.300,15.00,0.00,1.620
1998-10-08,15:05:45,11,25.955,18.00,0.00,1.442
1998-10-08,15:06:20,9,22.787,17.00,0.00,1.340
1998-10-08,15:07:16,905,24.862,13.00,0.00,1.912
1998-10-08,15:07:21,18,14.011,14.00,0.00,1.001
1998-10-08,15:08:29,11,25.414,16.00,0.00,1.588
1998-10-08,15:08:55,47,20.109,11.00,0.00,1.828
1998-10-08,15:12:01,9,23.399,16.00,0.00,1.462
1998-10-08,15:13:24,101,20.769,19.00,0.00,1.093
1998-10-08,15:13:39,11,24.997,16.00,0.00,1.562
1998-10-08,15:18:25,905,5.901,13.00,0.00,0.454
1998-10-08,15:19:06,18,13.435,15.00,0.00,0.896
1998-10-08,15:19:11,9,23.371,17.00,0.00,1.375
1998-10-08,15:19:25,11,24.530,15.00,0.00,1.635
1998-10-08,15:23:44,3,5.236,12.00,0.00,0.436
1998-10-08,15:23:51,11,23.764,12.00,0.00,1.980
1998-10-08,15:27:17,11,25.170,18.00,0.00,1.398
1998-10-08,15:29:38,9,20.699,10.00,0.00,2.070
1998-10-08,15:32:07,11,26.558,13.00,0.00,2.043
1998-10-08,15:35:21,905,11.767,16.00,0.00,0.735
1998-10-08,15:37:05,11,21.402,16.00,0.00,1.338
1998-10-08,15:39:11,10,8.913,18.00,0.00,0.495
1998-10-08,15:44:29,47,22.619,12.00,0.00,1.885
1998-10-08,15:47:30,10,8.772,15.00,0.00,0.585
1998-10-08,15:47:41,3,4.125,14.00,0.00,0.295
1998-10-08,15:47:47,905,5.391,16.00,0.00,0.337
1998-10-08,15:48:33,18,7.928,16.00,0.00,0.495
1998-10-08,15:56:39,10,8.246,13.00,0.00,0.634
1998-10-08,16:02:47,18,18.482,13.00,0.00,1.422
1998-10-08,16:05:07,10,9.972,12.00,0.00,0.831
1998-10-08,16:07:06,711,24.173,16.00,0.00,1.511
1998-10-08,16:07:39,47,25.591,15.00,0.00,1.706
1998-10-08,16:12:36,11,25.809,13.00,0.00,1.985
1998-10-08,16:13:56,711,22.536,15.00,0.00,1.502
1998-10-08,16:14:09,47,26.871,13.00,0.00,2.067
1998-10-08,16:16:02,9,20.422,16.00,0.00,1.276
1998-10-08,16:16:24,11,23.282,12.00,0.00,1.940
1998-10-08,16:18:29,18,15.135,11.00,0.00,1.376
1998-10-08,16:21:20,998,12.814,13.00,0.00,0.986
1998-10-08,16:21:25,10,8.900,13.00,0.00,0.685
1998-10-08,16:21:35,9,13.211,14.00,0.00,0.944
1998-10-08,16:21:51,47,7.946,15.00,0.00,0.530
1998-10-08,16:21:57,11,21.352,13.00,0.00,1.642
1998-10-08,16:22:51,711,22.342,15.00,0.00,1.489
1998-10-08,16:29:18,10,8.802,10.00,0.00,0.880
1998-10-08,16:30:20,18,6.686,17.00,0.00,0.393
1998-10-08,16:30:55,711,21.253,11.00,0.00,1.932
1998-10-08,16:36:52,10,9.461,9.00,0.00,1.051
1998-10-08,16:43:36,98,3.403,11.00,0.00,0.309
1998-10-08,16:50:04,639,7.853,12.00,0.00,0.654
1998-10-08,16:50:21,11,23.192,16.00,0.00,1.449
1998-10-08,16:53:24,711,24.430,14.00,0.00,1.745
1998-10-08,16:55:30,30,13.164,12.00,0.00,1.097
1998-10-08,16:56:39,639,7.221,12.00,0.00,0.602
1998-10-08,16:58:14,639,18.298,12.00,0.00,1.525
1998-10-08,16:59:14,30,12.038,13.00,0.00,0.926
