Date,Time,Sail Number,Speed (kts),Wind Speed,Gust Speed,Ratio
1998-10-04,15:10:29,584,11.094,5.00,0.00,2.219
1998-10-04,15:11:23,333,4.527,11.00,0.00,0.412
1998-10-04,15:12:24,15,18.970,13.00,0.00,1.459
1998-10-04,15:12:49,99,9.281,15.00,0.00,0.619
1998-10-04,15:12:59,47,23.771,14.00,0.00,1.698
1998-10-04,15:13:03,101,11.782,16.00,0.00,0.736
1998-10-04,15:16:05,1,11.696,9.00,0.00,1.300
1998-10-04,15:19:32,333,4.458,10.00,0.00,0.446
1998-10-04,15:19:46,905,4.316,10.00,0.00,0.432
1998-10-04,15:22:07,1,11.798,13.00,0.00,0.908
1998-10-04,15:22:27,47,21.406,13.00,0.00,1.647
1998-10-04,15:23:23,171,10.298,9.00,0.00,1.144
1998-10-04,15:23:42,333,15.384,11.00,0.00,1.399
1998-10-04,15:24:09,584,14.669,11.00,0.00,1.334
1998-10-04,15:25:13,15,13.421,11.00,0.00,1.220
1998-10-04,15:25:41,13,2.652,10.00,0.00,0.265
1998-10-04,15:25:49,1,11.822,9.00,0.00,1.314
1998-10-04,15:28:58,8,5.307,11.00,0.00,0.482
1998-10-04,15:30:25,18,5.344,5.00,0.00,1.069
1998-10-04,15:31:08,13,7.966,11.00,0.00,0.724
1998-10-04,15:31:27,5,7.888,10.00,0.00,0.789
1998-10-04,15:32:31,333,18.435,7.00,0.00,2.634
1998-10-04,15:33:14,101,13.199,13.00,0.00,1.015
1998-10-04,15:33:41,99,7.484,11.00,0.00,0.680
1998-10-04,15:34:14,584,14.718,14.00,0.00,1.051
1998-10-04,15:34:39,112,17.609,14.00,0.00,1.258
1998-10-04,15:35:34,8,5.406,17.00,0.00,0.318
1998-10-04,15:38:50,47,18.152,12.00,0.00,1.513
1998-10-04,15:40:10,8,5.714,9.00,0.00,0.635
1998-10-04,15:40:24,99,8.253,10.00,0.00,0.825
1998-10-04,15:40:48,112,11.073,13.00,0.00,0.852
1998-10-04,15:41:38,11,5.947,9.00,0.00,0.661
1998-10-04,15:42:31,584,10.185,10.00,0.00,1.019
1998-10-04,15:42:41,101,10.250,9.00,0.00,1.139
1998-10-04,15:44:08,13,7.706,10.00,0.00,0.771
1998-10-04,15:44:17,47,5.854,6.00,0.00,0.976
1998-10-04,15:46:01,905,11.917,14.00,0.00,0.851
1998-10-04,15:47:28,112,17.644,14.00,0.00,1.260
1998-10-04,15:47:41,171,6.453,9.00,0.00,0.717
1998-10-04,15:47:48,47,17.539,10.00,0.00,1.754
1998-10-04,15:49:16,99,7.619,12.00,0.00,0.635
1998-10-04,15:50:06,101,13.160,12.00,0.00,1.097
1998-10-04,15:50:57,112,8.809,10.00,0.00,0.881
1998-10-04,15:54:12,15,1.427,14.00,0.00,0.102
1998-10-04,15:55:52,99,9.189,11.00,0.00,0.835
1998-10-04,15:56:48,13,8.582,10.00,0.00,0.858
1998-10-04,16:00:15,8,4.393,10.00,0.00,0.439
1998-10-04,16:02:03,101,2.021,11.00,0.00,0.184
1998-10-04,16:03:12,13,3.745,9.00,0.00,0.416
1998-10-04,16:06:15,99,5.808,7.00,0.00,0.830
1998-10-04,16:06:53,8,4.042,7.00,0.00,0.577
