Date,Time,Sail Number,Speed (kts),Wind Speed,Gust Speed,Ratio
1998-10-06,15:53:07,111,20.796,18.00,0.00,1.155
1998-10-06,15:54:37,10,4.554,15.00,0.00,0.304
1998-10-06,15:55:33,584,8.016,14.00,0.00,0.573
1998-10-06,15:56:25,17,23.550,17.00,0.00,1.385
1998-10-06,15:57:45,111,21.671,17.00,0.00,1.275
1998-10-06,15:59:03,11,24.976,18.00,0.00,1.388
1998-10-06,15:59:38,584,22.573,18.00,0.00,1.254
1998-10-06,16:01:09,17,24.059,16.00,0.00,1.504
1998-10-06,16:03:05,584,10.793,15.00,0.00,0.720
1998-10-06,16:03:48,98,4.236,18.00,0.00,0.235
1998-10-06,16:04:37,10,8.026,17.00,0.00,0.472
1998-10-06,16:06:17,171,22.230,14.00,0.00,1.588
1998-10-06,16:06:48,584,24.273,16.00,0.00,1.517
1998-10-06,16:09:56,98,7.506,17.00,0.00,0.442
1998-10-06,16:10:06,584,10.003,10.00,0.00,1.000
1998-10-06,16:11:36,11,23.494,18.00,0.00,1.305
1998-10-06,16:13:33,584,22.412,20.00,0.00,1.121
1998-10-06,16:14:01,10,6.527,15.00,0.00,0.435
1998-10-06,16:14:05,9,23.150,17.00,0.00,1.362
1998-10-06,16:15:47,171,21.722,15.00,0.00,1.448
1998-10-06,16:16:21,11,23.876,16.00,0.00,1.492
1998-10-06,16:17:07,98,2.854,15.00,0.00,0.190
1998-10-06,16:17:49,17,23.320,17.00,0.00,1.372
1998-10-06,16:17:59,10,9.231,15.00,0.00,0.615
1998-10-06,16:18:21,9,22.494,18.00,0.00,1.250
1998-10-06,16:19:52,11,23.640,15.00,0.00,1.576
1998-10-06,16:25:15,98,5.451,13.00,0.00,0.419
1998-10-06,16:25:35,17,9.988,15.00,0.00,0.666
1998-10-06,16:29:06,11,9.340,12.00,0.00,0.778
1998-10-06,16:29:17,10,6.655,13.00,0.00,0.512
1998-10-06,16:31:04,458,9.470,16.00,0.00,0.592
1998-10-06,16:31:53,11,12.191,14.00,0.00,0.871
1998-10-06,16:32:10,10,10.582,18.00,0.00,0.588
1998-10-06,16:33:37,11,21.896,15.00,0.00,1.460
1998-10-06,16:33:51,17,21.141,16.00,0.00,1.321
1998-10-06,16:35:38,458,11.624,16.00,0.00,0.726
1998-10-06,16:37:42,10,7.999,14.00,0.00,0.571
1998-10-06,16:40:14,17,23.728,19.00,0.00,1.249
1998-10-06,16:41:15,10,10.246,18.00,0.00,0.569
1998-10-06,16:43:16,458,11.226,13.00,0.00,0.864
1998-10-06,16:44:00,17,16.053,14.00,0.00,1.147
1998-10-06,16:45:01,10,8.047,15.00,0.00,0.536
1998-10-06,16:45:10,11,24.431,17.00,0.00,1.437
1998-10-06,16:46:53,11,20.546,16.00,0.00,1.284
1998-10-06,16:48:12,17,22.152,18.00,0.00,1.231
1998-10-06,16:48:47,11,23.291,10.00,0.00,2.329
1998-10-06,16:49:30,10,9.580,11.00,0.00,0.871
1998-10-06,16:49:58,458,10.898,13.00,0.00,0.838
1998-10-06,16:55:57,100,18.187,18.00,0.00,1.010
1998-10-06,16:57:56,17,21.025,13.00,0.00,1.617
1998-10-06,16:59:53,100,16.203,10.00,0.00,1.620
1998-10-06,17:01:08,17,16.148,12.00,0.00,1.346
1998-10-06,17:02:10,458,11.923,13.00,0.00,0.917
1998-10-06,17:04:11,100,18.488,16.00,0.00,1.156
1998-10-06,17:06:51,100,16.399,15.00,0.00,1.093
1998-10-06,17:07:31,98,4.778,17.00,0.00,0.281
