Date,Time,Sail Number,Speed (kts),Wind Speed,Gust Speed,Ratio
1998-10-06,12:33:22,111,12.351,13.00,0.00,0.950
1998-10-06,12:33:28,47,23.582,15.00,0.00,1.572
1998-10-06,12:34:01,5,22.515,15.00,0.00,1.501
1998-10-06,12:36:10,9,22.935,16.00,0.00,1.433
1998-10-06,12:36:47,171,19.492,14.00,0.00,1.392
1998-10-06,12:37:13,111,18.571,13.00,0.00,1.429
1998-10-06,12:38:39,47,19.089,13.00,0.00,1.468
1998-10-06,12:42:39,10,8.657,13.00,0.00,0.666
1998-10-06,12:47:19,47,9.530,13.00,0.00,0.733
1998-10-06,12:49:15,5,19.188,13.00,0.00,1.476
1998-10-06,12:51:30,10,2.727,15.00,0.00,0.182
1998-10-06,12:52:48,9,1.133,10.00,0.00,0.113
1998-10-06,12:53:17,5,5.070,12.00,0.00,0.423
1998-10-06,12:55:26,10,9.604,13.00,0.00,0.739
1998-10-06,12:55:44,171,1.050,13.00,0.00,0.081
1998-10-06,12:56:06,111,17.816,13.00,0.00,1.370
1998-10-06,12:59:11,10,9.788,13.00,0.00,0.753
1998-10-06,13:00:31,30,13.619,13.00,0.00,1.048
1998-10-06,13:04:10,6,5.791,10.00,0.00,0.579
1998-10-06,13:04:43,30,11.299,11.00,0.00,1.027
1998-10-06,13:08:13,30,12.779,17.00,0.00,0.752
1998-10-06,13:11:25,111,16.917,12.00,0.00,1.410
1998-10-06,13:12:02,47,19.957,13.00,0.00,1.535
1998-10-06,13:12:13,30,14.273,12.00,0.00,1.189
1998-10-06,13:12:34,6,18.664,11.00,0.00,1.697
1998-10-06,13:13:22,171,5.297,13.00,0.00,0.407
1998-10-06,13:13:46,111,15.801,13.00,0.00,1.215
1998-10-06,13:15:42,47,22.057,11.00,0.00,2.005
1998-10-06,13:17:06,333,3.633,11.00,0.00,0.330
1998-10-06,13:17:23,101,10.727,10.00,0.00,1.073
1998-10-06,13:17:57,905,7.320,10.00,0.00,0.732
1998-10-06,13:19:44,6,6.814,13.00,0.00,0.524
1998-10-06,13:23:13,10,8.710,10.00,0.00,0.871
1998-10-06,13:23:38,333,5.414,11.00,0.00,0.492
1998-10-06,13:26:05,8,7.111,13.00,0.00,0.547
1998-10-06,13:26:52,171,19.638,15.00,0.00,1.309
1998-10-06,13:27:12,905,19.638,13.00,0.00,1.511
1998-10-06,13:27:39,101,7.542,10.00,0.00,0.754
1998-10-06,13:27:43,111,17.363,12.00,0.00,1.447
1998-10-06,13:27:51,10,10.537,13.00,0.00,0.811
1998-10-06,13:30:22,905,18.042,14.00,0.00,1.289
1998-10-06,13:31:34,8,8.432,15.00,0.00,0.562
1998-10-06,13:34:55,333,19.554,13.00,0.00,1.504
1998-10-06,13:36:21,905,3.567,12.00,0.00,0.297
1998-10-06,13:36:55,333,19.410,15.00,0.00,1.294
1998-10-06,13:39:36,10,9.500,12.00,0.00,0.792
1998-10-06,13:39:47,905,18.951,15.00,0.00,1.263
1998-10-06,13:39:58,30,9.579,13.00,0.00,0.737
1998-10-06,13:40:37,9,13.032,14.00,0.00,0.931
1998-10-06,13:42:32,9,18.759,11.00,0.00,1.705
1998-10-06,13:42:48,333,19.492,17.00,0.00,1.147
1998-10-06,13:43:00,905,18.495,12.00,0.00,1.541
1998-10-06,13:43:11,33,14.717,10.00,0.00,1.472
1998-10-06,13:44:18,9,19.638,13.00,0.00,1.511
1998-10-06,13:44:29,30,13.609,12.00,0.00,1.134
1998-10-06,13:46:30,10,3.033,13.00,0.00,0.233
1998-10-06,13:46:55,9,19.229,12.00,0.00,1.602
1998-10-06,13:48:01,33,11.547,16.00,0.00,0.722
1998-10-06,13:48:47,8,7.887,12.00,0.00,0.657
1998-10-06,13:49:46,10,8.669,13.00,0.00,0.667
1998-10-06,13:50:08,9,13.459,13.00,0.00,1.035
1998-10-06,13:50:56,30,13.490,12.00,0.00,1.124
1998-10-06,14:11:54,1,15.636,16.00,0.00,0.977
1998-10-06,14:13:14,10,9.777,12.00,0.00,0.815
1998-10-06,14:13:45,33,14.705,10.00,0.00,1.470
1998-10-06,14:14:12,30,13.984,13.00,0.00,1.076
1998-10-06,14:15:24,1,15.412,19.00,0.00,0.811
1998-10-06,14:16:28,10,11.322,12.00,0.00,0.943
1998-10-06,14:16:45,33,16.439,14.00,0.00,1.174
1998-10-06,14:17:02,6,20.944,15.00,0.00,1.396
1998-10-06,14:18:23,1,16.292,14.00,0.00,1.164
1998-10-06,14:19:36,30,14.224,11.00,0.00,1.293
1998-10-06,14:19:43,10,9.467,12.00,0.00,0.789
1998-10-06,14:22:03,1,15.360,12.00,0.00,1.280
1998-10-06,14:22:36,10,9.866,14.00,0.00,0.705
1998-10-06,14:22:39,5,18.985,13.00,0.00,1.460
1998-10-06,14:22:46,47,15.908,13.00,0.00,1.224
1998-10-06,14:23:08,6,4.605,12.00,0.00,0.384
1998-10-06,14:23:20,33,15.019,13.00,0.00,1.155
1998-10-06,14:23:55,333,18.906,11.00,0.00,1.719
1998-10-06,14:24:05,30,4.754,14.00,0.00,0.340
1998-10-06,14:24:45,5,12.561,12.00,0.00,1.047
1998-10-06,14:26:06,1,14.741,16.00,0.00,0.921
1998-10-06,14:26:49,905,20.590,12.00,0.00,1.716
1998-10-06,14:27:18,47,18.809,13.00,0.00,1.447
1998-10-06,14:27:57,333,17.800,12.00,0.00,1.483
1998-10-06,14:29:07,6,4.956,10.00,0.00,0.496
1998-10-06,14:29:32,1,14.728,10.00,0.00,1.473
1998-10-06,14:30:07,171,15.438,15.00,0.00,1.029
1998-10-06,14:30:25,905,17.714,16.00,0.00,1.107
1998-10-06,14:32:23,5,19.939,13.00,0.00,1.534
1998-10-06,14:32:26,10,9.798,14.00,0.00,0.700
1998-10-06,14:33:21,47,19.429,13.00,0.00,1.495
1998-10-06,14:33:56,1,14.358,12.00,0.00,1.196
1998-10-06,14:34:21,33,13.244,13.00,0.00,1.019
1998-10-06,14:38:02,1,12.306,9.00,0.00,1.367
1998-10-06,14:38:56,30,11.522,13.00,0.00,0.886
1998-10-06,14:41:27,30,12.971,16.00,0.00,0.811
1998-10-06,14:41:46,1,13.589,16.00,0.00,0.849
1998-10-06,14:42:35,5,21.950,16.00,0.00,1.372
1998-10-06,14:43:12,47,17.765,14.00,0.00,1.269
1998-10-06,14:43:59,71,19.828,16.00,0.00,1.239
1998-10-06,14:44:29,47,22.437,18.00,0.00,1.247
1998-10-06,14:44:43,9,20.992,18.00,0.00,1.166
1998-10-06,14:45:20,1,17.180,13.00,0.00,1.322
1998-10-06,14:45:29,18,12.853,16.00,0.00,0.803
1998-10-06,14:45:40,30,12.691,17.00,0.00,0.747
1998-10-06,14:47:12,101,16.557,15.00,0.00,1.104
1998-10-06,14:47:50,47,25.365,13.00,0.00,1.951
1998-10-06,14:48:14,5,7.103,16.00,0.00,0.444
1998-10-06,14:49:22,1,16.409,17.00,0.00,0.965
1998-10-06,14:49:55,171,19.830,18.00,0.00,1.102
1998-10-06,14:49:58,30,14.599,14.00,0.00,1.043
1998-10-06,14:51:06,47,23.147,15.00,0.00,1.543
1998-10-06,14:51:25,9,20.944,15.00,0.00,1.396
1998-10-06,14:53:22,30,13.794,18.00,0.00,0.766
1998-10-06,14:54:08,1,16.321,16.00,0.00,1.020
1998-10-06,14:55:32,47,5.445,17.00,0.00,0.320
1998-10-06,14:56:21,9,4.438,16.00,0.00,0.277
1998-10-06,14:57:01,171,20.136,12.00,0.00,1.678
1998-10-06,14:57:24,101,16.832,14.00,0.00,1.202
1998-10-06,14:57:27,11,23.937,14.00,0.00,1.710
1998-10-06,14:57:42,1,15.826,15.00,0.00,1.055
1998-10-06,14:58:08,18,12.587,13.00,0.00,0.968
1998-10-06,15:00:10,10,9.996,13.00,0.00,0.769
1998-10-06,15:00:28,333,6.289,15.00,0.00,0.419
1998-10-06,15:00:45,9,20.406,15.00,0.00,1.360
1998-10-06,15:13:15,1,16.760,14.00,0.00,1.197
1998-10-06,15:13:35,47,23.998,13.00,0.00,1.846
1998-10-06,15:13:59,9,22.202,13.00,0.00,1.708
1998-10-06,15:15:14,18,16.259,20.00,0.00,0.813
1998-10-06,15:15:30,584,22.204,18.00,0.00,1.234
1998-10-06,15:15:37,10,10.824,16.00,0.00,0.677
1998-10-06,15:16:52,33,16.599,21.00,0.00,0.790
1998-10-06,15:17:29,47,24.620,14.00,0.00,1.759
1998-10-06,15:18:10,584,10.636,16.00,0.00,0.665
1998-10-06,15:19:13,111,15.578,16.00,0.00,0.974
1998-10-06,15:20:42,33,14.184,15.00,0.00,0.946
1998-10-06,15:21:28,905,18.364,15.00,0.00,1.224
1998-10-06,15:22:06,10,8.894,18.00,0.00,0.494
1998-10-06,15:22:32,111,21.846,14.00,0.00,1.560
1998-10-06,15:23:31,33,16.849,17.00,0.00,0.991
1998-10-06,15:23:39,905,22.762,16.00,0.00,1.423
1998-10-06,15:23:44,11,25.240,16.00,0.00,1.577
1998-10-06,15:25:37,11,17.965,16.00,0.00,1.123
1998-10-06,15:25:50,47,26.434,14.00,0.00,1.888
1998-10-06,15:28:19,47,3.351,16.00,0.00,0.209
1998-10-06,15:28:59,101,19.315,16.00,0.00,1.207
1998-10-06,15:29:41,9,23.066,14.00,0.00,1.648
1998-10-06,15:30:21,584,21.452,18.00,0.00,1.192
1998-10-06,15:31:20,47,26.216,15.00,0.00,1.748
1998-10-06,15:32:14,9,17.696,15.00,0.00,1.180
1998-10-06,15:32:30,18,16.775,17.00,0.00,0.987
1998-10-06,15:33:10,111,21.922,12.00,0.00,1.827
1998-10-06,15:33:16,11,24.782,12.00,0.00,2.065
1998-10-06,15:33:29,584,10.414,15.00,0.00,0.694
1998-10-06,15:33:47,47,17.154,16.00,0.00,1.072
1998-10-06,15:34:15,9,24.909,17.00,0.00,1.465
1998-10-06,15:36:09,171,21.332,16.00,0.00,1.333
1998-10-06,15:36:36,47,27.192,16.00,0.00,1.699
1998-10-06,15:36:44,11,21.094,15.00,0.00,1.406
1998-10-06,15:37:00,584,23.640,17.00,0.00,1.391
1998-10-06,15:37:09,18,7.883,14.00,0.00,0.563
1998-10-06,15:37:56,30,14.226,19.00,0.00,0.749
1998-10-06,15:38:39,9,5.543,19.00,0.00,0.292
1998-10-06,15:38:46,11,26.177,17.00,0.00,1.540
1998-10-06,15:38:50,33,15.037,14.00,0.00,1.074
1998-10-06,15:39:09,47,18.418,14.00,0.00,1.316
1998-10-06,15:39:52,10,9.331,17.00,0.00,0.549
1998-10-06,15:40:17,905,18.506,17.00,0.00,1.089
1998-10-06,15:40:51,584,10.094,14.00,0.00,0.721
1998-10-06,15:41:15,18,17.681,17.00,0.00,1.040
1998-10-06,15:41:33,30,12.059,14.00,0.00,0.861
1998-10-06,15:42:22,47,27.708,20.00,0.00,1.385
1998-10-06,15:42:54,9,6.034,21.00,0.00,0.287
1998-10-06,15:43:04,905,23.581,19.00,0.00,1.241
1998-10-06,15:44:19,11,25.442,20.00,0.00,1.272
1998-10-06,15:44:43,584,22.151,17.00,0.00,1.303
1998-10-06,15:46:11,18,6.496,15.00,0.00,0.433
1998-10-06,15:46:40,171,20.840,20.00,0.00,1.042
1998-10-06,15:46:52,30,15.865,20.00,0.00,0.793
1998-10-06,15:49:04,11,4.476,18.00,0.00,0.249
1998-10-06,15:50:24,18,16.414,20.00,0.00,0.821
1998-10-06,15:51:05,47,4.361,16.00,0.00,0.273
1998-10-06,15:51:21,33,12.168,17.00,0.00,0.716
1998-10-06,15:51:39,9,24.181,15.00,0.00,1.612
1998-10-06,15:51:49,584,22.256,18.00,0.00,1.236
1998-10-06,15:52:58,101,18.364,21.00,0.00,0.874
