Date,Time,Sail Number,Speed (kts),Wind Speed,Gust Speed,Ratio
1998-10-03,12:35:37,1,13.580,11.00,0.00,1.235
1998-10-03,12:40:54,1,3.789,13.00,0.00,0.291
1998-10-03,12:43:53,1,9.364,8.00,0.00,1.171
1998-10-03,12:47:38,1,7.182,8.00,0.00,0.898
1998-10-03,12:50:59,1,8.729,9.00,0.00,0.970
1998-10-03,12:52:13,13,5.859,8.00,0.00,0.732
1998-10-03,12:58:06,1,6.489,7.00,0.00,0.927
1998-10-03,13:01:03,1,11.470,9.00,0.00,1.274
1998-10-03,13:03:56,1,11.271,5.00,0.00,2.254
1998-10-03,13:07:04,1,10.144,10.00,0.00,1.014
1998-10-03,13:15:41,92,3.575,10.00,0.00,0.358
1998-10-03,13:18:05,1,10.725,12.00,0.00,0.894
1998-10-03,13:20:28,1,11.906,9.00,0.00,1.323
1998-10-03,13:23:15,1,12.203,10.00,0.00,1.220
1998-10-03,13:26:24,1,11.426,6.00,0.00,1.904
1998-10-03,13:32:08,1,11.064,7.00,0.00,1.581
1998-10-03,13:35:46,1,10.581,9.00,0.00,1.176
1998-10-03,13:42:48,1,2.760,8.00,0.00,0.345
1998-10-03,13:46:13,1,8.646,8.00,0.00,1.081
1998-10-03,13:49:11,1,8.573,6.00,0.00,1.429
1998-10-03,13:52:21,1,8.541,6.00,0.00,1.424
1998-10-03,14:00:18,1,7.497,6.00,0.00,1.250
1998-10-03,14:05:14,2,3.231,5.00,0.00,0.646
1998-10-03,14:08:53,1,8.013,4.00,0.00,2.003
1998-10-03,14:13:48,1,3.999,3.00,0.00,1.333
1998-10-03,14:20:29,2,1.391,0.00,0.00,
1998-10-03,14:36:22,2,6.411,11.00,0.00,0.583
1998-10-03,14:46:02,2,4.096,5.00,0.00,0.819
1998-10-03,14:52:58,2,3.818,9.00,0.00,0.424
1998-10-03,15:02:32,101,6.171,9.00,0.00,0.686
1998-10-03,15:21:23,101,3.670,7.00,0.00,0.524
1998-10-03,15:38:51,101,1.711,6.00,0.00,0.285
1998-10-03,15:53:43,11,3.713,8.00,0.00,0.464
1998-10-03,16:11:04,32,1.725,7.00,0.00,0.246
1998-10-03,16:15:32,33,7.038,8.00,0.00,0.880
1998-10-03,16:20:01,733,7.759,4.00,0.00,1.940
1998-10-03,16:24:55,98,3.333,9.00,0.00,0.370
1998-10-03,16:25:24,33,8.918,7.00,0.00,1.274
1998-10-03,16:29:04,33,8.573,5.00,0.00,1.715
1998-10-03,16:31:41,33,10.435,8.00,0.00,1.304
1998-10-03,16:32:13,98,3.571,6.00,0.00,0.595
