Place,HelmName,Fleet,Status
1,Richard Hobson,Men's Wingboard,Pro Fleet
2,James Bulson,Men's Wingboard,Amateur
3,Denis Gordo,Men's Wingboard,Amateur
4,Zack Peaple,Men's Wingboard,Amateur
5,Sam Latham,Men's Wingboard,Amateur
