Place,HelmName,Fleet,Status
1,Richard Hobson,Men's Wingboard,Pro Fleet
2,James Bulson,Men's Wingboard,Amateur
3,Denis Gordo,Men's Wingboard,Amateur
4,Mark Salvage,Men's Wingboard,Amateur
5,Andy Stuart-William,Men's Wingboard,Amateur
