Place,Helmname,Fleet
1,Simon Pettifer,Men's Sailboard
2,Kevin Greenslade,Men's Sailboard
3,Gavin Furmenger,Men's Sailboard
4,James Faley,Men's Sailboard
5,Tyler Baker,Men's Sailboard
6,Trevor Whatford,Men's Sailboard
7,Scotty Stallman,Men's Sailboard
8,Sam Anstey,Men's Sailboard
