Place,HelmName,Fleet,Status
1,Simon Pettifer,Men's Sailboard,Gold Fleet
2,Kevin Greenslade,Men's Sailboard,Pro Fleet
3,Gavin Furmenger,Men's Sailboard,Gold Fleet
4,James Faley,Men's Sailboard,Youth Fleet
5,Tyler Baker,Men's Sailboard,Youth Fleet
6,Trevor Whatford,Men's Sailboard,Amateur
7,Scotty Stallman,Men's Sailboard,Youth Fleet
8,Sam Anstey,Men's Sailboard,Youth Fleet
