Place,Helmname,Fleet
1,Kevin Greenslade,Men's Sailboard
2,Simon Pettifer,Men's Sailboard
3,Simon Cofield,Men's Sailboard
4,Scotty Stallman,Men's Sailboard
5,Adrian Wallis,Men's Sailboard
6,Dave Strudwick,Men's Sailboard
7,Tyler Baker,Men's Sailboard
8,Jason Sawyer,Men's Sailboard
8,Gavin Nicholson,Men's Sailboard
10,Gavin Furmenger,Men's Sailboard
11,Nic Dodd,Men's Sailboard
12,James Faley,Men's Sailboard
13,Sam Anstey,Men's Sailboard
