Place,HelmName,Fleet,Status
1,Richard Hobson,Men's Wingboard,Pro Fleet
2,Joe Adams,Men's Wingboard,Amateur
3,Guy Cribb,Men's Wingboard,Pro Fleet
4,Kuba Staite,Men's Wingboard,Amateur
5,Denis Gordo,Men's Wingboard,Amateur
6,Rod Dickinson,Men's Wingboard,Amateur
7,Andrew Collenette,Men's Wingboard,Amateur
8,John-Paul Standish,Men's Wingboard,Amateur
