Rank,Speed (kts),Craft Type,Name,Runs,Sail Number
1,30.02,Kite Board,Cory Roeseler,21,24
2,29.68,Kite Board,Emmanuel Taub,12,26
3,28.25,Kite Board,Cyril Pimont,21,2
4,20.49,Sailboard,Trevor Whatford,3,27
5,14.69,Boat,Raphael Dinelli,1,277
