Place,HelmName,Fleet,Status
1,Finlay Chandler,Men's Wingboard,Amateur
2,Denis Gordo,Men's Wingboard,Amateur
3,Richard Hobson,Men's Wingboard,Pro Fleet
4,Sullie Yelland,Men's Wingboard,Amateur
5,Finn O'Gorman,Men's Wingboard,Amateur
6,Mark Salvage,Men's Wingboard,Amateur
