Place,HelmName,Fleet,Status
1,Finlay Chandler,Men's Wingboard,Amateur
2,Richard Hobson,Men's Wingboard,Pro Fleet
3,Sullie Yelland,Men's Wingboard,Amateur
4,Finnley Knight,Men's Wingboard,Amateur
5,Zack Peaple,Men's Wingboard,Amateur
6,Denis Gordo,Men's Wingboard,Amateur
7,Finn O'Gorman,Men's Wingboard,Amateur
8,Mark Salvage,Men's Wingboard,Amateur
9,Andy Stuart-William,Men's Wingboard,Amateur
