Place,HelmName,Fleet,Status
1,Scotty Stallman,Men's Sailboard,Pro Fleet
2,Simon Pettifer,Men's Sailboard,Pro Fleet
3,Michael George,Men's Sailboard,Gold Fleet
4,Gavin Nicholson,Men's Sailboard,Gold Fleet
5,Jonny Kirton,Men's Sailboard,Amateur
6,James Battye,Men's Sailboard,Pro Fleet
7,Andrew Twinn,Men's Sailboard,Amateur
8,Trevor Whatford,Men's Sailboard,Gold Fleet
