Place,Helmname,Fleet,Status,Run 1 (kts),Run 2 (kts),Avg (kts)
1,Zara Davis,Women's Sailboard,Pro Fleet,25.65,22.73,24.19
2,Marie Buchanan,Women's Sailboard,Gold Fleet,23.33,22.48,22.91
