Rank,Speed (kts),Craft Type,Name,Runs,Sail Number
1,16.92,Sailboard,Neil Ellison,6,295
2,11.06,Boat,Neils Haarbosch,9,907
3,4.64,Sailboard,Bjorn Haacke,2,4
4,4.49,Sailboard,Tony Morris,2,11
5,3.12,Boat,Paul Larsen + Malcolm Barnsley,1,70
