Place,Helmname,Fleet,Status,Run 1 (kts),Run 2 (kts),Avg (kts)
1,James Faley,Men's Sailboard,Youth Fleet,25.86,24.79,25.32
2,Scotty Stallman,Men's Sailboard,Pro Fleet,30.17,,15.09
3,James Battye,Men's Sailboard,Gold Fleet,25.57,,12.79
