Place,HelmName,Fleet,Status
1,Jenna Gibson,Open Sailboard,Pro Fleet
2,Tim Bate,Open Sailboard,Gold Fleet
3,Scott Harrison,Open Sailboard,Gold Fleet
4,Simon Pettifer,Open Sailboard,Pro Fleet
5,Andy Stuart-William,Open Sailboard,Gold Fleet
6,Simon Barker,Open Sailboard,Amateur
