Place,Helmname,Fleet
1,James Battye,Men's Sailboard
2,Scotty Stallman,Men's Sailboard
3,Simon Pettifer,Men's Sailboard
4,Michael George,Men's Sailboard
5,Jonny Kirton,Men's Sailboard
6,Jim Crossley,Men's Sailboard
7,Andrew Twinn,Men's Sailboard
8,Nic Dodd,Men's Sailboard
9,Trevor Whatford,Men's Sailboard
