Place,HelmName,Fleet,Status
1,James Battye,Men's Sailboard,Pro Fleet
2,Scotty Stallman,Men's Sailboard,Pro Fleet
3,Simon Pettifer,Men's Sailboard,Pro Fleet
4,Michael George,Men's Sailboard,Gold Fleet
5,Jonny Kirton,Men's Sailboard,Amateur
6,Jim Crossley,Men's Sailboard,Pro Fleet
7,Andrew Twinn,Men's Sailboard,Amateur
8,Nic Dodd,Men's Sailboard,Amateur
9,Trevor Whatford,Men's Sailboard,Gold Fleet
