Date,Time,Sail Number,Speed (kts),Wind Speed,Seconds,Ratio
1999-10-06,13:32:05,47,15.636,10.00,59.93,1.564
1999-10-06,13:34:47,111,14.978,9.00,62.56,1.664
1999-10-06,13:37:10,46,7.783,9.00,120.39,0.865
1999-10-06,13:38:45,30,7.463,11.00,125.56,0.678
1999-10-06,13:39:09,1,12.600,12.00,74.37,1.050
1999-10-06,13:42:21,1,12.229,11.00,76.62,1.112
1999-10-06,13:42:43,2,5.353,10.00,175.05,0.535
1999-10-06,13:45:06,1,11.350,9.00,82.55,1.261
1999-10-06,13:46:23,111,6.572,10.00,142.59,0.657
1999-10-06,13:46:29,47,1.625,9.00,576.61,0.181
1999-10-06,13:46:38,444,5.668,12.00,165.33,0.472
1999-10-06,13:47:45,30,5.494,11.00,170.55,0.499
1999-10-06,13:48:12,27,12.073,10.00,77.61,1.207
1999-10-06,13:48:27,1,11.511,9.00,81.40,1.279
1999-10-06,13:51:35,444,4.211,12.00,222.50,0.351
1999-10-06,13:51:51,47,14.900,12.00,62.89,1.242
1999-10-06,13:52:35,2,5.195,13.00,180.38,0.400
1999-10-06,13:53:11,111,14.886,11.00,62.95,1.353
1999-10-06,13:53:58,30,6.423,9.00,145.88,0.714
1999-10-06,13:58:26,46,7.376,8.00,127.04,0.922
1999-10-06,13:58:47,458,5.803,10.00,161.48,0.580
1999-10-06,13:59:37,1,11.449,13.00,81.84,0.881
1999-10-06,14:01:45,444,5.789,75.00,161.87,0.077
1999-10-06,14:02:38,1,12.176,11.00,76.95,1.107
1999-10-06,14:04:33,181,5.035,8.00,186.09,0.629
1999-10-06,14:06:08,27,6.783,8.00,138.14,0.848
1999-10-06,14:08:12,458,6.808,8.00,137.64,0.851
1999-10-06,14:09:29,46,5.668,11.00,165.33,0.515
1999-10-06,14:10:00,1,11.092,9.00,84.48,1.232
1999-10-06,14:15:51,30,7.606,9.00,123.20,0.845
1999-10-06,14:17:32,181,4.956,11.00,189.05,0.451
1999-10-06,14:18:01,27,6.915,8.00,135.50,0.864
1999-10-06,14:18:11,1,10.743,8.00,87.22,1.343
1999-10-06,14:22:36,46,9.754,8.00,96.06,1.219
1999-10-06,14:23:48,47,17.267,13.00,54.27,1.328
1999-10-06,14:24:59,27,9.884,12.00,94.80,0.824
1999-10-06,14:25:15,458,14.075,10.00,66.57,1.408
1999-10-06,14:25:28,111,16.857,11.00,55.59,1.532
1999-10-06,14:28:45,1,11.660,10.00,80.36,1.166
1999-10-06,14:29:40,30,7.229,13.00,129.63,0.556
1999-10-06,14:32:37,46,7.395,13.00,126.71,0.569
1999-10-06,14:32:53,9,14.457,11.00,64.81,1.314
1999-10-06,14:33:58,47,16.080,11.00,58.27,1.462
1999-10-06,14:34:48,27,10.408,9.00,90.02,1.156
1999-10-06,14:34:52,1,11.381,10.00,82.33,1.138
1999-10-06,14:37:30,458,6.636,10.00,141.21,0.664
1999-10-06,14:41:01,47,19.586,11.00,47.84,1.781
1999-10-06,14:41:22,9,15.300,10.00,61.24,1.530
1999-10-06,14:42:19,30,7.599,12.00,123.31,0.633
1999-10-06,14:43:33,1,11.373,9.00,82.39,1.264
1999-10-06,14:47:51,47,20.479,13.00,45.75,1.575
1999-10-06,14:49:18,27,8.213,12.00,114.08,0.684
1999-10-06,14:51:46,9,15.854,11.00,59.10,1.441
1999-10-06,14:52:19,30,7.427,11.00,126.16,0.675
1999-10-06,14:57:34,47,21.566,14.00,43.45,1.540
1999-10-06,14:58:27,9,16.941,10.00,55.31,1.694
1999-10-06,14:58:39,444,6.896,11.00,135.89,0.627
1999-10-06,15:02:18,101,5.791,10.00,161.81,0.579
1999-10-06,15:02:41,30,6.924,8.00,135.34,0.865
1999-10-06,15:04:33,458,13.550,10.00,69.15,1.355
1999-10-06,15:10:01,444,5.345,11.00,175.32,0.486
1999-10-06,15:12:31,101,6.582,11.00,142.37,0.598
1999-10-06,15:16:20,30,5.496,10.00,170.49,0.550
1999-10-06,15:16:39,31,6.212,9.00,150.83,0.690
1999-10-06,15:19:12,30,6.394,11.00,146.54,0.581
1999-10-06,15:27:25,458,12.684,9.00,73.88,1.409
1999-10-06,15:30:31,30,5.988,8.00,156.48,0.748
1999-10-06,15:43:07,30,5.239,7.00,178.84,0.748
1999-10-06,15:47:17,458,6.215,9.00,150.77,0.691
1999-10-06,15:47:35,46,5.584,11.00,167.80,0.508
