Place,Helmname,Fleet
1,Simon Pettifer,Men's Sailboard
2,Scotty Stallman,Men's Sailboard
3,James Battye,Men's Sailboard
4,Michael George,Men's Sailboard
5,Gavin Nicholson,Men's Sailboard
6,Jonny Kirton,Men's Sailboard
