Place,HelmName,Fleet,Status
1,Scotty Stallman,Men's Sailboard,Pro Fleet
2,Garry Connell,Men's Sailboard,Pro Fleet
3,Maciej Bukolt,Men's Sailboard,Amateur
4,Simon Chippington,Men's Sailboard,Gold Fleet
5,Iain Neary,Men's Sailboard,Amateur
6,Nigel Spriggs,Men's Sailboard,Pro Fleet
7,Scott Norman,Men's Sailboard,Amateur
8,Stewart Veitch,Men's Sailboard,Amateur
