Place,Helmname,Fleet,Status,Run 1 (kts),Run 2 (kts),Avg (kts)
1,Dave Strudwick,Men's Sailboard,Gold Fleet,19.76,19.33,19.55
2,Gavin Nicholson,Men's Sailboard,Gold Fleet,18.65,18.30,18.47
3,Paul Sibley,Men's Sailboard,Gold Fleet,18.84,17.23,18.04
4,Gavin Furmenger,Men's Sailboard,Gold Fleet,17.84,17.76,17.80
5,Nic Dodd,Men's Sailboard,Gold Fleet,17.92,16.89,17.41
6,Jason Sawyer,Men's Sailboard,Amateur,17.26,16.64,16.95
