Place,Helmname,Fleet,Status,Run 1 (kts),Run 2 (kts),Avg (kts)
1,Richard Hobson,Men's Wingboard,Wing Fleet,23.60,23.00,23.30
2,Finlay Chandler,Men's Wingboard,Wing Fleet,23.26,22.97,23.12
3,Stacey Vass,Men's Wingboard,Wing Fleet,17.98,17.93,17.95
4,Ian Kraft,Men's Wingboard,Wing Fleet,15.58,14.81,15.20
5,Simon Chippington,Men's Wingboard,Wing Fleet,14.41,13.68,14.04
6,Sullie Yelland,Men's Wingboard,Wing Fleet,11.72,11.69,11.70
