Place,HelmName,Fleet,Status
1,Scotty Stallman,Men's Sailboard,Pro Fleet
2,Nigel Spriggs,Men's Sailboard,Pro Fleet
3,Simon Pettifer,Men's Sailboard,Pro Fleet
4,Michael George,Men's Sailboard,Pro Fleet
5,Iain Neary,Men's Sailboard,Amateur
6,Garry Connell,Men's Sailboard,Pro Fleet
7,Andy Stuart-William,Men's Sailboard,Gold Fleet
8,Andrew Twinn,Men's Sailboard,Gold Fleet
9,Scott Norman,Men's Sailboard,Amateur
10,Simon Chippington,Men's Sailboard,Gold Fleet
11,Tim Laine,Men's Sailboard,Gold Fleet
