Rank,Speed (kts),Craft Type,Name,Runs,Sail Number
1,28.7,Sailboard,James Paine,12,17
2,13.9,Boat,Hywel Price,14,30
3,13.81,Boat,Bob Date,18,458
4,13.47,Boat,Chris Evans + Philip Middleton,20,99
5,9.35,Boat,Alex Montgomery,1,1
