Date,Time,Sail Number,Speed (kts),Start Wind Speed,Finish Wind Speed,Ratio
2001-09-30,11:39:47,8,19.84,21.00,18.00,1.02
2001-09-30,11:44:02,9,25.42,18.00,23.00,1.24
2001-09-30,11:45:20,3,19.97,21.00,18.00,1.02
2001-09-30,11:47:15,8,24.72,24.00,23.00,1.05
2001-09-30,11:47:31,9,25.61,22.00,16.00,1.35
2001-09-30,11:50:16,171,25.07,25.00,16.00,1.22
2001-09-30,11:50:44,9,25.99,15.00,18.00,1.58
2001-09-30,11:53:21,8,24.75,24.00,20.00,1.13
2001-09-30,11:54:16,9,26.69,23.00,20.00,1.24
2001-09-30,11:56:07,17,27.18,22.00,22.00,1.24
2001-09-30,11:57:34,9,26.94,23.00,21.00,1.22
2001-09-30,12:00:51,3,26.33,16.00,20.00,1.46
2001-09-30,12:01:47,9,27.65,20.00,22.00,1.32
2001-09-30,12:05:20,181,28.32,21.00,22.00,1.32
2001-09-30,12:08:13,3,25.32,19.00,20.00,1.30
2001-09-30,12:10:32,171,26.41,18.00,20.00,1.39
2001-09-30,12:14:04,13,15.89,0.00,20.00,1.59
2001-09-30,12:15:25,9,26.06,24.00,20.00,1.18
2001-09-30,12:17:23,17,28.91,2.00,18.00,2.89
2001-09-30,12:18:53,13,16.16,24.00,20.00,0.73
2001-09-30,12:20:09,9,16.19,0.00,25.00,1.30
2001-09-30,12:22:01,17,28.45,24.00,17.00,1.39
2001-09-30,12:23:26,13,16.26,22.00,24.00,0.71
2001-09-30,12:24:36,9,25.28,17.00,21.00,1.33
2001-09-30,12:25:44,17,26.90,20.00,21.00,1.31
2001-09-30,12:27:45,13,16.79,22.00,19.00,0.82
2001-09-30,12:29:59,11,25.17,18.00,21.00,1.29
2001-09-30,12:30:07,17,27.06,22.00,20.00,1.29
2001-09-30,12:32:34,13,15.66,21.00,17.00,0.82
2001-09-30,12:32:47,9,23.92,9.00,15.00,1.99
2001-09-30,12:34:15,181,27.06,19.00,20.00,1.39
2001-09-30,12:34:31,17,26.49,24.00,18.00,1.26
2001-09-30,12:36:30,9,25.95,21.00,16.00,1.40
2001-09-30,12:37:19,171,23.32,23.00,21.00,1.06
2001-09-30,12:38:02,13,16.51,19.00,19.00,0.87
2001-09-30,12:38:13,17,19.51,18.00,21.00,1.00
2001-09-30,12:41:41,181,23.91,23.00,24.00,1.02
2001-09-30,12:43:23,124,21.74,16.00,17.00,1.32
2001-09-30,12:46:39,17,25.00,20.00,20.00,1.25
2001-09-30,12:51:31,17,24.34,19.00,18.00,1.32
2001-09-30,12:53:10,11,25.28,18.00,21.00,1.30
2001-09-30,12:53:41,124,22.32,19.00,11.00,1.49
2001-09-30,12:55:21,17,26.26,25.00,20.00,1.17
2001-09-30,12:58:14,181,24.86,17.00,19.00,1.38
2001-09-30,12:59:32,17,27.57,23.00,22.00,1.23
2001-09-30,13:06:02,124,22.12,22.00,20.00,1.05
2001-09-30,13:09:39,181,24.89,16.00,19.00,1.42
2001-09-30,13:10:17,124,21.48,19.00,21.00,1.07
2001-09-30,13:12:48,17,23.85,14.00,16.00,1.59
2001-09-30,13:12:56,30,13.45,18.00,14.00,0.84
2001-09-30,13:13:24,7,22.20,16.00,16.00,1.39
2001-09-30,13:16:31,17,26.77,22.00,16.00,1.41
2001-09-30,13:19:11,30,10.66,21.00,15.00,0.59
2001-09-30,13:24:15,101,14.34,21.00,25.00,0.62
2001-09-30,13:25:57,8,22.34,14.00,23.00,1.21
2001-09-30,13:28:05,30,12.52,22.00,23.00,0.56
2001-09-30,13:33:05,27,4.83,16.00,16.00,0.30
2001-09-30,13:34:59,30,13.94,21.00,24.00,0.62
2001-09-30,13:36:37,20,3.59,18.00,20.00,0.19
2001-09-30,13:36:55,101,2.47,22.00,22.00,0.11
2001-09-30,13:38:14,19,23.59,23.00,24.00,1.00
2001-09-30,13:41:33,101,13.56,19.00,0.00,1.43
2001-09-30,13:46:16,101,10.51,23.00,25.00,0.44
2001-09-30,13:47:36,30,11.54,23.00,0.00,1.00
2001-09-30,13:54:22,30,11.37,26.00,3.00,0.78
2001-09-30,13:58:49,17,5.82,22.00,21.00,0.27
2001-09-30,14:01:13,17,25.91,22.00,1.00,2.25
2001-09-30,14:04:42,30,13.63,31.00,0.00,0.88
2001-09-30,14:09:50,17,25.83,18.00,0.00,2.87
2001-09-30,14:12:20,11,20.94,19.00,21.00,1.05
2001-09-30,14:14:40,30,12.48,24.00,23.00,0.53
2001-09-30,14:18:31,1,11.26,18.00,16.00,0.66
2001-09-30,14:22:20,11,23.44,15.00,17.00,1.46
2001-09-30,14:25:37,27,21.02,14.00,11.00,1.68
2001-09-30,14:27:35,11,25.87,18.00,5.00,2.25
2001-09-30,14:29:49,9,24.08,24.00,0.00,2.01
2001-09-30,14:31:27,27,23.50,20.00,18.00,1.24
2001-09-30,14:34:03,9,23.25,19.00,19.00,1.22
2001-09-30,14:35:14,27,23.50,23.00,21.00,1.07
2001-09-30,14:40:01,27,23.44,22.00,15.00,1.27
2001-09-30,14:43:17,18,19.34,17.00,19.00,1.07
2001-09-30,14:44:36,27,23.13,17.00,19.00,1.29
2001-09-30,14:45:44,9,22.66,20.00,20.00,1.13
2001-09-30,14:46:41,18,10.45,18.00,20.00,0.55
2001-09-30,14:48:05,1,14.75,20.00,16.00,0.82
2001-09-30,14:50:09,13,12.44,18.00,14.00,0.78
2001-09-30,14:50:32,17,22.57,16.00,18.00,1.33
2001-09-30,14:52:48,18,17.18,16.00,19.00,0.98
2001-09-30,14:54:01,17,21.53,17.00,18.00,1.23
2001-09-30,14:54:56,27,24.38,24.00,22.00,1.06
2001-09-30,14:55:53,1,12.92,24.00,20.00,0.59
2001-09-30,14:57:48,17,24.37,19.00,21.00,1.22
