Date,Time,Sail Number,Speed (kts),Start Wind Speed,Finish Wind Speed,Ratio
2001-10-03,12:51:09,9,21.54,0.00,15.00,2.87
2001-10-03,12:54:05,37,18.96,0.00,15.00,2.53
2001-10-03,12:54:20,171,21.90,0.00,17.00,2.58
2001-10-03,12:55:12,1,13.58,0.00,15.00,1.81
2001-10-03,12:55:51,9,21.37,0.00,14.00,3.05
2001-10-03,12:56:11,19,23.47,0.00,15.00,3.13
2001-10-03,12:59:06,4,15.37,0.00,15.00,2.05
2001-10-03,13:00:10,1,14.63,0.00,16.00,1.83
2001-10-03,13:01:17,9,21.00,0.00,14.00,3.00
2001-10-03,13:01:49,171,22.50,0.00,17.00,2.65
2001-10-03,13:02:17,39,20.33,0.00,14.00,2.90
2001-10-03,13:03:48,19,24.61,0.00,17.00,2.90
2001-10-03,13:06:34,37,12.18,0.00,15.00,1.62
2001-10-03,13:07:43,4,16.14,0.00,16.00,2.02
2001-10-03,13:09:29,9,22.66,0.00,16.00,2.83
2001-10-03,13:12:02,19,24.35,0.00,11.00,4.43
2001-10-03,13:14:29,9,21.77,0.00,14.00,3.11
2001-10-03,13:15:52,37,20.98,0.00,13.00,3.23
2001-10-03,13:16:27,171,22.89,0.00,17.00,2.69
2001-10-03,13:16:59,4,16.90,0.00,13.00,2.60
2001-10-03,13:17:16,19,24.32,0.00,17.00,2.86
2001-10-03,13:18:52,181,0.63,0.00,14.00,0.09
2001-10-03,13:20:43,19,23.27,0.00,17.00,2.74
2001-10-03,13:23:51,19,25.75,0.00,15.00,3.43
2001-10-03,13:24:37,9,3.17,0.00,13.00,0.49
2001-10-03,13:25:10,181,24.94,0.00,14.00,3.56
2001-10-03,13:26:09,37,22.41,0.00,20.00,2.24
2001-10-03,13:26:57,19,24.51,0.00,13.00,3.77
2001-10-03,13:30:03,88,23.72,0.00,14.00,3.39
2001-10-03,13:31:16,181,24.45,0.00,15.00,3.26
2001-10-03,13:31:50,17,22.83,0.00,17.00,2.69
2001-10-03,13:36:27,88,23.00,0.00,17.00,2.71
2001-10-03,13:36:52,19,24.64,0.00,16.00,3.08
2001-10-03,13:37:55,37,21.80,0.00,15.00,2.91
2001-10-03,13:38:33,17,4.45,0.00,17.00,0.52
2001-10-03,13:38:59,9,21.24,0.00,13.00,3.27
2001-10-03,13:39:51,197,23.48,0.00,15.00,3.13
2001-10-03,13:40:20,181,25.46,0.00,15.00,3.40
2001-10-03,13:42:02,19,24.00,0.00,17.00,2.82
2001-10-03,13:44:31,197,23.26,0.00,17.00,2.74
2001-10-03,13:45:58,19,24.32,0.00,17.00,2.86
2001-10-03,13:48:09,9,25.25,0.00,38.00,1.33
2001-10-03,13:49:22,197,23.35,0.00,16.00,2.92
2001-10-03,13:49:44,17,22.03,0.00,17.00,2.59
2001-10-03,13:52:40,37,22.44,0.00,17.00,2.64
2001-10-03,13:52:54,17,23.59,0.00,16.00,2.95
2001-10-03,13:53:12,197,23.21,0.00,16.00,2.90
2001-10-03,13:58:22,197,24.00,0.00,15.00,3.20
2001-10-03,14:00:12,19,24.58,0.00,19.00,2.59
2001-10-03,14:00:35,39,5.18,17.00,0.00,0.61
2001-10-03,14:01:28,17,23.81,0.00,15.00,3.17
2001-10-03,14:03:12,88,23.33,0.00,13.00,3.59
2001-10-03,14:04:33,197,25.11,0.00,18.00,2.79
2001-10-03,14:05:04,39,5.20,0.00,0.00,
2001-10-03,14:05:18,37,2.60,0.00,20.00,0.26
2001-10-03,14:06:30,19,25.46,0.00,19.00,2.68
2001-10-03,14:09:36,88,25.08,0.00,19.00,2.64
2001-10-03,14:10:11,8,23.66,0.00,17.00,2.78
2001-10-03,14:10:31,19,26.53,0.00,18.00,2.95
2001-10-03,14:11:00,555,1.39,0.00,0.00,
2001-10-03,14:11:36,197,25.60,0.00,18.00,2.85
2001-10-03,14:15:23,197,24.98,0.00,18.00,2.78
2001-10-03,14:16:11,11,25.50,0.00,20.00,2.55
2001-10-03,14:17:17,8,24.78,0.00,16.00,3.10
2001-10-03,14:19:10,197,26.57,0.00,75.00,0.71
2001-10-03,14:20:06,11,26.19,0.00,18.00,2.91
2001-10-03,14:23:05,197,24.38,0.00,15.00,3.25
2001-10-03,14:23:24,19,25.18,0.00,18.00,2.80
2001-10-03,14:23:45,17,23.59,0.00,16.00,2.95
2001-10-03,14:24:36,4,22.25,0.00,16.00,2.78
2001-10-03,14:24:50,88,23.94,0.00,17.00,2.82
2001-10-03,14:25:48,8,22.98,0.00,14.00,3.28
2001-10-03,14:27:05,197,24.48,0.00,17.00,2.88
2001-10-03,14:28:28,11,26.38,0.00,20.00,2.64
2001-10-03,14:29:00,9,24.09,0.00,18.00,2.68
2001-10-03,14:29:24,17,24.09,0.00,20.00,2.41
2001-10-03,14:33:19,9,24.74,0.00,17.00,2.91
2001-10-03,14:33:47,197,25.01,0.00,16.00,3.13
2001-10-03,14:35:06,11,25.50,0.00,17.00,3.00
2001-10-03,14:35:41,8,22.25,0.00,19.00,2.34
2001-10-03,14:36:08,17,25.72,0.00,18.00,2.86
2001-10-03,14:36:45,9,23.87,0.00,19.00,2.51
2001-10-03,14:37:35,171,22.61,0.00,20.00,2.26
2001-10-03,14:38:30,3,24.00,0.00,18.00,2.67
2001-10-03,14:40:58,17,21.00,0.00,20.00,2.10
2001-10-03,14:41:53,9,24.45,0.00,19.00,2.57
2001-10-03,14:42:20,197,24.81,0.00,17.00,2.92
2001-10-03,14:42:24,8,23.78,0.00,15.00,3.17
2001-10-03,14:42:32,3,24.06,0.00,17.00,2.83
2001-10-03,14:43:20,33,14.28,0.00,13.00,2.20
2001-10-03,14:44:18,11,25.53,0.00,20.00,2.55
2001-10-03,14:45:37,9,23.87,0.00,16.00,2.98
2001-10-03,14:46:41,197,24.64,0.00,15.00,3.29
2001-10-03,14:48:21,8,23.57,0.00,18.00,2.62
2001-10-03,14:48:39,4,22.69,0.00,15.00,3.03
2001-10-03,14:50:25,197,25.50,0.00,75.00,0.68
2001-10-03,14:50:51,9,23.66,0.00,23.00,2.06
2001-10-03,14:51:27,181,26.77,0.00,18.00,2.97
2001-10-03,14:52:38,3,23.27,0.00,19.00,2.45
2001-10-03,14:54:17,4,19.50,0.00,18.00,2.17
2001-10-03,14:55:24,11,26.27,0.00,18.00,2.92
2001-10-03,14:55:55,8,23.81,0.00,18.00,2.65
2001-10-03,14:57:08,33,13.42,0.00,20.00,1.34
2001-10-03,14:57:34,3,21.85,0.00,22.00,1.99
2001-10-03,14:57:38,181,22.44,0.00,21.00,2.14
2001-10-03,14:58:33,9,24.51,0.00,19.00,2.58
2001-10-03,14:59:21,197,25.79,0.00,19.00,2.71
2001-10-03,14:59:53,4,20.46,0.00,14.00,2.92
2001-10-03,15:00:50,576,1.95,0.00,17.00,0.23
2001-10-03,15:01:09,181,27.20,0.00,18.00,3.02
2001-10-03,15:02:32,8,23.18,0.00,19.00,2.44
2001-10-03,15:05:18,197,25.72,0.00,18.00,2.86
2001-10-03,15:06:19,181,28.08,0.00,22.00,2.55
2001-10-03,15:07:09,9,24.44,0.00,15.00,3.26
2001-10-03,15:09:16,197,25.46,0.00,16.00,3.18
2001-10-03,15:10:01,576,14.31,0.00,21.00,1.36
2001-10-03,15:10:08,181,26.53,0.00,21.00,2.53
2001-10-03,15:10:53,671,26.00,0.00,19.00,2.74
2001-10-03,15:12:44,88,23.90,0.00,19.00,2.52
2001-10-03,15:14:04,181,26.92,0.00,23.00,2.34
2001-10-03,15:16:16,11,27.65,0.00,23.00,2.40
2001-10-03,15:17:02,17,26.61,0.00,22.00,2.42
2001-10-03,15:18:26,88,24.88,0.00,16.00,3.11
2001-10-03,15:18:52,19,28.83,0.00,18.00,3.20
2001-10-03,15:19:21,181,27.36,0.00,18.00,3.04
2001-10-03,15:20:02,37,22.22,0.00,6.00,7.41
2001-10-03,15:21:36,9,24.51,0.00,16.00,3.06
2001-10-03,15:22:20,11,27.08,0.00,21.00,2.58
2001-10-03,15:22:36,576,15.14,0.00,19.00,1.59
2001-10-03,15:23:05,17,26.88,0.00,21.00,2.56
2001-10-03,15:23:24,671,25.36,0.00,19.00,2.67
2001-10-03,15:24:23,19,27.70,0.00,18.00,3.08
2001-10-03,15:25:47,197,25.01,0.00,19.00,2.63
2001-10-03,15:26:16,11,27.49,0.00,20.00,2.75
2001-10-03,15:27:55,181,3.54,0.00,21.00,0.34
2001-10-03,15:28:28,671,24.94,0.00,20.00,2.49
2001-10-03,15:28:50,17,27.61,0.00,18.00,3.07
2001-10-03,15:29:17,19,28.29,0.00,21.00,2.69
2001-10-03,15:30:14,197,24.95,0.00,20.00,2.49
2001-10-03,15:31:03,11,26.92,0.00,24.00,2.24
2001-10-03,15:31:57,88,25.12,0.00,19.00,2.64
2001-10-03,15:32:48,1,0.11,0.00,20.00,0.01
2001-10-03,15:34:21,576,15.34,0.00,20.00,1.53
2001-10-03,15:34:52,17,10.83,0.00,22.00,0.98
2001-10-03,15:36:19,197,23.53,0.00,18.00,2.61
2001-10-03,15:39:31,181,27.04,0.00,22.00,2.46
2001-10-03,15:40:32,576,15.13,0.00,23.00,1.32
2001-10-03,15:42:45,181,28.20,0.00,21.00,2.69
2001-10-03,15:43:38,88,25.11,0.00,23.00,2.18
2001-10-03,15:44:24,1,13.39,0.00,20.00,1.34
2001-10-03,15:46:38,181,27.04,0.00,24.00,2.25
2001-10-03,15:48:31,171,26.00,0.00,20.00,2.60
2001-10-03,15:48:34,576,13.87,0.00,19.00,1.46
2001-10-03,15:49:40,213,26.81,0.00,19.00,2.82
2001-10-03,15:49:49,1,14.31,0.00,25.00,1.14
2001-10-03,15:50:22,8,20.83,0.00,21.00,1.98
2001-10-03,15:51:37,10,12.21,0.00,23.00,1.06
2001-10-03,15:51:40,88,25.72,0.00,22.00,2.34
2001-10-03,15:51:56,19,28.83,0.00,18.00,3.20
2001-10-03,15:52:52,181,28.25,0.00,21.00,2.69
2001-10-03,15:54:48,1,14.41,0.00,23.00,1.25
2001-10-03,15:55:34,576,14.69,0.00,24.00,1.22
2001-10-03,15:56:24,13,13.71,0.00,21.00,1.31
2001-10-03,15:56:43,8,24.84,0.00,22.00,2.26
2001-10-03,15:57:11,88,24.54,0.00,21.00,2.34
2001-10-03,15:58:21,671,26.46,0.00,20.00,2.65
2001-10-03,16:00:11,19,27.28,0.00,18.00,3.03
2001-10-03,16:01:30,37,15.37,0.00,21.00,1.46
2001-10-03,16:01:42,181,27.53,0.00,21.00,2.62
2001-10-03,16:03:54,17,27.16,0.00,22.00,2.47
2001-10-03,16:05:21,88,25.46,0.00,22.00,2.31
2001-10-03,16:05:26,13,14.37,0.00,18.00,1.60
2001-10-03,16:06:40,213,20.13,0.00,13.00,3.10
2001-10-03,16:06:52,19,28.03,0.00,22.00,2.55
2001-10-03,16:09:21,671,26.81,0.00,24.00,2.23
2001-10-03,16:09:34,17,27.28,0.00,22.00,2.48
2001-10-03,16:11:27,197,24.44,0.00,10.00,4.89
2001-10-03,16:12:29,181,27.91,0.00,20.00,2.79
2001-10-03,16:12:57,11,27.41,0.00,23.00,2.38
2001-10-03,16:13:29,808,7.50,0.00,24.00,0.62
2001-10-03,16:14:32,17,27.65,0.00,20.00,2.77
2001-10-03,16:14:57,9,24.78,0.00,19.00,2.61
2001-10-03,16:15:33,37,21.34,0.00,21.00,2.03
2001-10-03,16:15:43,671,26.84,0.00,20.00,2.68
2001-10-03,16:16:59,11,27.24,0.00,21.00,2.59
2001-10-03,16:18:20,9,25.18,0.00,21.00,2.40
2001-10-03,16:19:02,19,28.25,0.00,23.00,2.46
2001-10-03,16:19:18,39,24.84,0.00,21.00,2.37
2001-10-03,16:19:41,197,23.90,0.00,18.00,2.66
2001-10-03,16:20:02,671,26.76,0.00,24.00,2.23
2001-10-03,16:20:53,181,28.60,0.00,22.00,2.60
2001-10-03,16:22:09,39,12.32,25.00,0.00,0.99
2001-10-03,16:22:14,17,28.25,0.00,24.00,2.35
2001-10-03,16:22:25,9,25.75,0.00,19.00,2.71
2001-10-03,16:23:50,13,13.78,0.00,20.00,1.38
2001-10-03,16:24:32,39,20.37,0.00,20.00,2.04
2001-10-03,16:24:41,11,25.22,0.00,18.00,2.80
2001-10-03,16:25:39,671,26.46,0.00,17.00,3.11
2001-10-03,16:26:23,17,27.82,0.00,21.00,2.65
2001-10-03,16:26:49,197,25.05,0.00,18.00,2.78
2001-10-03,16:27:17,19,28.74,0.00,16.00,3.59
2001-10-03,16:28:21,11,27.36,0.00,20.00,2.74
2001-10-03,16:29:45,671,26.08,0.00,18.00,2.90
2001-10-03,16:30:13,13,13.92,0.00,20.00,1.39
2001-10-03,16:30:32,17,27.53,0.00,4.00,13.77
2001-10-03,16:32:01,197,24.35,0.00,19.00,2.56
2001-10-03,16:32:35,11,20.24,0.00,7.00,5.78
2001-10-03,16:34:48,19,29.19,0.00,21.00,2.78
2001-10-03,16:35:09,671,26.80,0.00,22.00,2.44
2001-10-03,16:37:30,17,26.84,0.00,20.00,2.68
2001-10-03,16:38:55,197,24.91,0.00,23.00,2.17
2001-10-03,16:40:20,11,11.03,0.00,21.00,1.05
2001-10-03,16:40:54,671,26.53,0.00,19.00,2.79
2001-10-03,16:43:12,13,13.69,0.00,15.00,1.83
2001-10-03,16:43:31,213,27.24,0.00,17.00,3.20
2001-10-03,16:44:16,17,28.65,0.00,21.00,2.73
2001-10-03,16:45:01,9,25.53,0.00,22.00,2.32
2001-10-03,16:45:14,19,27.70,0.00,17.00,3.26
2001-10-03,16:46:22,671,26.84,0.00,21.00,2.56
2001-10-03,16:48:02,808,22.60,0.00,22.00,2.06
2001-10-03,16:48:35,197,24.91,0.00,19.00,2.62
2001-10-03,16:48:56,9,24.84,0.00,22.00,2.26
2001-10-03,16:49:29,11,27.20,0.00,22.00,2.47
2001-10-03,16:51:28,213,26.42,0.00,20.00,2.64
2001-10-03,16:51:33,17,27.74,0.00,24.00,2.31
2001-10-03,16:52:51,181,27.49,0.00,13.00,4.23
2001-10-03,16:53:49,39,21.72,0.00,20.00,2.17
2001-10-03,16:55:24,17,28.38,0.00,22.00,2.58
2001-10-03,16:56:05,39,15.79,21.00,0.00,1.50
2001-10-03,16:56:23,197,23.93,0.00,24.00,1.99
2001-10-03,16:58:38,671,26.49,0.00,20.00,2.65
2001-10-03,17:00:45,19,27.99,0.00,8.00,7.00
2001-10-03,17:01:54,197,23.90,0.00,24.00,1.99
2001-10-03,17:02:26,17,20.72,0.00,8.00,5.18
2001-10-03,17:02:51,181,26.88,0.00,23.00,2.34
2001-10-03,17:03:16,671,26.42,0.00,24.00,2.20
