Place,HelmName,Fleet,Age,Tally
1,Scotty Stallman,Male Windfoil,Adult,89
2,Michael George,Male Windfoil,Adult,1
3,Garry Connell,Male Windfoil,Adult,19
4,Tim Bate,Male Windfoil,Adult,40
5,Mark Salvage,Male Windfoil,Adult,80
6,Mark Ingram,Male Windfoil,Adult,56
