Place,HelmName,Fleet,Age,Tally
1,Scotty Stallman,Male Windfoil,Adult,89
2,Michael George,Male Windfoil,Adult,1
3,Garry Connell,Male Windfoil,Adult,19
4,Tim Bate,Male Windfoil,Adult,40
5,Eddie Marsh,Male Windfoil,Adult,49
