Place,HelmName,Fleet,Age,Tally
1,Scott Harrison,Male Windsurf,Adult,8
2,Iain Neary,Male Windsurf,Adult,11
3,Simon Barker,Male Windsurf,Adult,26
4,Jonathan Ingram,Male Windsurf,Adult,57
