Place,HelmName,Fleet,Status
1,Nic Dodd,Men's Sailboard,Gold Fleet
2,Andrew Robinson,Men's Sailboard,Youth Fleet
3,Henry Bloodworth,Men's Sailboard,Youth Fleet
4,Paul Robinson,Men's Sailboard,Amateur
5,Adrian Wallis,Men's Sailboard,Gold Fleet
