Place,Helmname,Fleet
1,Simon Pettifer,Men's Sailboard
2,Paul Sibley,Men's Sailboard
3,Garry Connell,Men's Sailboard
4,Kacper Wozniak,Men's Sailboard
5,Gavin Furmenger,Men's Sailboard
6,Gavin Nicholson,Men's Sailboard
7,Dave Strudwick,Men's Sailboard
8,Mark Salvage,Men's Sailboard
9,Stephen Sugden,Men's Sailboard
