Place,Helmname,Fleet,Status,Run 1 (kts),Run 2 (kts),Avg (kts)
1,Scotty Stallman,Men's Sailboard,Pro Fleet,20.20,19.01,19.61
2,Michael George,Men's Sailboard,Gold Fleet,17.75,17.41,17.58
3,James Faley,Men's Sailboard,Youth Fleet,16.10,15.17,15.63
