Place,HelmName,Fleet,Status
1,Richard Hobson,Men's Wingboard,Wing Fleet
2,Finlay Chandler,Men's Wingboard,Wing Fleet
3,Michael George,Men's Wingboard,Wing Fleet
4,Ian Kraft,Men's Wingboard,Wing Fleet
