Place,HelmName,Fleet,Status
1,Richard Hobson,Men's Wingboard,Wing Fleet
2,Michael George,Men's Wingboard,Wing Fleet
3,Finlay Chandler,Men's Wingboard,Wing Fleet
4,Stacey Vass,Men's Wingboard,Wing Fleet
5,Simon Chippington,Men's Wingboard,Wing Fleet
6,Ian Kraft,Men's Wingboard,Wing Fleet
