Place,HelmName,Fleet,Age,Tally
1,Simon Pettifer,Overall Windsurf,Adult,2
2,Iain Neary,Overall Windsurf,Adult,11
3,Mark Palmer,Overall Windsurf,Adult,48
4,Shane Verrion,Overall Windsurf,Adult,69
5,Jonathan Ingram,Overall Windsurf,Adult,57
6,Mark Ingram,Overall Windsurf,Adult,56
7,Scott Harrison,Overall Windsurf,Adult,8
8,Andrew Twinn,Overall Windsurf,Adult,75
9,Simon Barker,Overall Windsurf,Adult,26
10,Mark Salvage,Overall Windsurf,Adult,80
