Rank,Speed (kts),Craft Type,Name,Runs,Sail Number
1,25.73,Kite Board,Cory Roeseler,4,24
2,22.33,Sailboard,Dion Hunt,1,71
3,21.57,Sailboard,Ian Hill,9,14
4,20.58,Sailboard,Peter Watkinson,5,808
5,19.92,Sailboard,Trevor Whatford,7,27
6,18.33,Sailboard,Tony Morris,3,11
7,15.28,Sailboard,Les Paley,2,8
8,13.31,Boat,Torix Bennett,8,121
9,12.68,Boat,Raphael Dinelli,3,277
