Sail Number,Finish Time,Speed (kts),Course Length,First Name,Last Name,Craft
909,11:10:00,25.60,544,Thomas,GAUDIOT,Sailboard
909,10:55:00,25.28,544,Thomas,GAUDIOT,Sailboard
909,10:40:00,24.68,544,Thomas,GAUDIOT,Sailboard
909,11:34:00,24.57,544,Thomas,GAUDIOT,Sailboard
909,11:26:00,24.30,544,Thomas,GAUDIOT,Sailboard
909,10:49:00,21.38,544,Thomas,GAUDIOT,Sailboard
999,11:12:00,24.88,544,Richard,Peel,Sailboard
999,11:20:00,23.45,544,Richard,Peel,Sailboard
999,11:52:00,22.39,544,Richard,Peel,Sailboard
999,10:46:00,15.10,544,Richard,Peel,Sailboard
999,11:59:00,14.22,544,Richard,Peel,Sailboard
