Place,HelmName,Fleet,Status
1,David Garrel,Men,Pro Fleet
2,Daniel Borgelind,Men,Gold Fleet
3,Martyn Ogier,Men,Pro Fleet
4,Torsten Mallon,Men,Pro Fleet
5,Anders Bjorkqvist,Men,Gold Fleet
