Place,HelmName,Fleet,Status
1,Adrian Wallis,Men's Sailboard,Gold Fleet
2,Gavin Nicholson,Men's Sailboard,Amateur
3,Michael George,Men's Sailboard,Gold Fleet
4,Dave Strudwick,Men's Sailboard,Gold Fleet
