Place,HelmName,Fleet,Status
1,Adrian Wallis,Men,Gold Fleet
2,Torsten Mallon,Men,Gold Fleet
3,Gavin Nicholson,Men,Amateur
4,Michael George,Men,Gold Fleet
5,Dave Strudwick,Men,Gold Fleet
