Place,HelmName,Fleet,Status
1,Adrian Wallis,Men's Sailboard,Gold Fleet
2,Michael George,Men's Sailboard,Gold Fleet
3,Paul Morris,Men's Sailboard,Gold Fleet
4,Nic Dodd,Men's Sailboard,Gold Fleet
5,Duncan Adam,Men's Sailboard,Amateur
6,Jamie Walker,Men's Sailboard,Gold Fleet
