Place,HelmName,Fleet,Status
1,Antony Baker,Men's Sailboard,Pro Fleet
2,Michael George,Men's Sailboard,Gold Fleet
3,Gavin Nicholson,Men's Sailboard,Gold Fleet
4,Ben Marshall,Men's Sailboard,Youth Fleet
5,Sebastian Round,Men's Sailboard,Youth Fleet
