Place,HelmName,Fleet,Status
1,Adrian Wallis,Men's Sailboard,Gold Fleet
2,Dave Strudwick,Men's Sailboard,Gold Fleet
3,Gavin Nicholson,Men's Sailboard,Amateur
4,Nic Dodd,Men's Sailboard,Gold Fleet
5,Martin Allman,Men's Sailboard,Amateur
6,Michael Roberts,Men's Sailboard,Amateur
