Place,HelmName,Fleet,Status
1,Torsten Mallon,Men,Pro Fleet
2,Daniel Borgelind,Men,Gold Fleet
3,Jeroen Van Hoydonck,Men,Gold Fleet
4,Johan Gelander,Men,Pro Fleet
