Sail Number,Finish Time,Speed (kts),Course Length,First Name,Last Name,Craft
56,14:31:00,1.43,536,Tim,Lawes,Sailboard
63,15:14:00,35.72,536,Dave,White,Sailboard
63,14:02:00,34.35,536,Dave,White,Sailboard
63,15:30:00,33.88,536,Dave,White,Sailboard
63,15:19:00,33.82,536,Dave,White,Sailboard
63,13:50:00,33.18,536,Dave,White,Sailboard
63,12:25:00,31.88,536,Dave,White,Sailboard
63,12:30:00,29.70,536,Dave,White,Sailboard
63,14:06:00,3.60,536,Dave,White,Sailboard
68,13:44:00,32.41,536,Alan,Cross,Sailboard
68,15:54:00,32.19,536,Alan,Cross,Sailboard
68,14:01:00,31.66,536,Alan,Cross,Sailboard
68,14:27:00,31.55,536,Alan,Cross,Sailboard
68,11:42:00,30.84,536,Alan,Cross,Sailboard
68,15:17:00,30.75,536,Alan,Cross,Sailboard
68,15:26:00,30.70,536,Alan,Cross,Sailboard
68,15:40:00,30.63,536,Alan,Cross,Sailboard
68,13:53:00,30.53,536,Alan,Cross,Sailboard
68,14:08:00,30.51,536,Alan,Cross,Sailboard
68,15:46:00,30.23,536,Alan,Cross,Sailboard
68,13:09:00,30.21,536,Alan,Cross,Sailboard
68,13:02:00,29.63,536,Alan,Cross,Sailboard
68,13:36:00,29.36,536,Alan,Cross,Sailboard
68,13:19:00,29.11,536,Alan,Cross,Sailboard
68,12:27:00,29.05,536,Alan,Cross,Sailboard
68,15:34:00,28.60,536,Alan,Cross,Sailboard
68,12:06:00,28.55,536,Alan,Cross,Sailboard
68,11:59:00,28.11,536,Alan,Cross,Sailboard
68,11:28:00,27.44,536,Alan,Cross,Sailboard
68,14:19:00,21.71,536,Alan,Cross,Sailboard
68,12:32:00,3.28,536,Alan,Cross,Sailboard
68,11:52:00,1.70,536,Alan,Cross,Sailboard
68,11:55:00,1.33,536,Alan,Cross,Sailboard
69,14:24:00,31.56,536,Gareth,Baker,Sailboard
69,13:54:00,31.35,536,Gareth,Baker,Sailboard
69,13:45:00,31.10,536,Gareth,Baker,Sailboard
69,15:32:00,30.65,536,Gareth,Baker,Sailboard
69,15:56:00,30.10,536,Gareth,Baker,Sailboard
69,14:05:00,29.98,536,Gareth,Baker,Sailboard
69,12:18:00,28.93,536,Gareth,Baker,Sailboard
69,11:31:00,28.67,536,Gareth,Baker,Sailboard
69,11:40:00,28.08,536,Gareth,Baker,Sailboard
69,11:52:00,27.51,536,Gareth,Baker,Sailboard
69,12:27:00,27.09,536,Gareth,Baker,Sailboard
69,15:44:00,1.36,536,Gareth,Baker,Sailboard
76,14:13:00,30.00,536,Simon,Perkins,Sailboard
76,13:33:00,28.24,536,Simon,Perkins,Sailboard
76,16:29:00,28.12,536,Simon,Perkins,Sailboard
76,14:04:00,27.98,536,Simon,Perkins,Sailboard
76,13:43:00,27.77,536,Simon,Perkins,Sailboard
76,16:02:00,27.72,536,Simon,Perkins,Sailboard
76,16:10:00,27.57,536,Simon,Perkins,Sailboard
76,16:21:00,27.53,536,Simon,Perkins,Sailboard
76,15:45:00,27.27,536,Simon,Perkins,Sailboard
76,13:04:00,26.92,536,Simon,Perkins,Sailboard
76,15:39:00,26.73,536,Simon,Perkins,Sailboard
76,13:11:00,26.63,536,Simon,Perkins,Sailboard
76,14:29:00,26.60,536,Simon,Perkins,Sailboard
76,13:15:00,26.50,536,Simon,Perkins,Sailboard
76,12:24:00,25.82,536,Simon,Perkins,Sailboard
76,15:54:00,25.14,536,Simon,Perkins,Sailboard
76,13:22:00,23.89,536,Simon,Perkins,Sailboard
76,12:30:00,23.52,536,Simon,Perkins,Sailboard
84,12:11:00,30.29,536,David,Hinsley,Sailboard
84,11:54:00,29.98,536,David,Hinsley,Sailboard
84,15:27:00,29.31,536,David,Hinsley,Sailboard
84,11:44:00,29.16,536,David,Hinsley,Sailboard
84,15:34:00,28.27,536,David,Hinsley,Sailboard
84,12:03:00,27.22,536,David,Hinsley,Sailboard
84,11:35:00,27.21,536,David,Hinsley,Sailboard
84,15:21:00,26.88,536,David,Hinsley,Sailboard
84,12:30:00,26.51,536,David,Hinsley,Sailboard
84,15:25:00,4.25,536,David,Hinsley,Sailboard
84,15:56:00,0.76,536,David,Hinsley,Sailboard
84,15:57:00,0.72,536,David,Hinsley,Sailboard
88,13:42:00,24.19,536,Richard,Riddell,Sailboard
89,14:21:00,37.08,536,Bob,cunningham,Sailboard
89,16:24:00,36.06,536,Bob,cunningham,Sailboard
89,14:09:00,35.96,536,Bob,cunningham,Sailboard
89,13:54:00,35.50,536,Bob,cunningham,Sailboard
89,15:56:00,35.19,536,Bob,cunningham,Sailboard
89,15:48:00,35.19,536,Bob,cunningham,Sailboard
89,16:14:00,34.78,536,Bob,cunningham,Sailboard
89,12:10:00,34.75,536,Bob,cunningham,Sailboard
89,13:45:00,34.71,536,Bob,cunningham,Sailboard
89,16:06:00,34.32,536,Bob,cunningham,Sailboard
89,12:02:00,34.24,536,Bob,cunningham,Sailboard
89,14:01:00,33.97,536,Bob,cunningham,Sailboard
89,11:49:00,33.51,536,Bob,cunningham,Sailboard
89,11:36:00,33.34,536,Bob,cunningham,Sailboard
93,14:20:00,32.36,536,Richard,Hobson,Sailboard
93,12:05:00,29.72,536,Richard,Hobson,Sailboard
93,12:15:00,28.78,536,Richard,Hobson,Sailboard
93,14:06:00,28.62,536,Richard,Hobson,Sailboard
93,12:30:00,26.97,536,Richard,Hobson,Sailboard
93,12:23:00,24.46,536,Richard,Hobson,Sailboard
93,14:32:00,1.40,536,Richard,Hobson,Sailboard
97,16:29:00,32.34,536,Mike,Price,Sailboard
97,15:26:00,29.11,536,Mike,Price,Sailboard
97,13:37:00,28.28,536,Mike,Price,Sailboard
97,12:19:00,27.37,536,Mike,Price,Sailboard
97,12:26:00,2.32,536,Mike,Price,Sailboard
100,13:32:00,30.21,536,mark,minter,Sailboard
100,13:07:00,29.01,536,mark,minter,Sailboard
100,13:17:00,28.02,536,mark,minter,Sailboard
102,14:28:00,31.58,536,Norman,Petty,Sailboard
102,13:47:00,31.56,536,Norman,Petty,Sailboard
102,13:52:00,31.17,536,Norman,Petty,Sailboard
102,11:56:00,30.99,536,Norman,Petty,Sailboard
102,15:43:00,29.72,536,Norman,Petty,Sailboard
102,11:40:00,29.63,536,Norman,Petty,Sailboard
102,11:47:00,29.53,536,Norman,Petty,Sailboard
102,12:28:00,29.28,536,Norman,Petty,Sailboard
102,12:07:00,29.11,536,Norman,Petty,Sailboard
102,11:25:00,28.16,536,Norman,Petty,Sailboard
102,15:29:00,27.94,536,Norman,Petty,Sailboard
102,11:35:00,26.38,536,Norman,Petty,Sailboard
102,14:21:00,0.59,536,Norman,Petty,Sailboard
115,16:32:00,35.13,536,stephen,corps,Sailboard
115,15:38:00,34.92,536,stephen,corps,Sailboard
115,13:41:00,34.23,536,stephen,corps,Sailboard
115,15:54:00,33.94,536,stephen,corps,Sailboard
115,12:10:00,33.85,536,stephen,corps,Sailboard
115,13:35:00,33.78,536,stephen,corps,Sailboard
115,12:25:00,32.99,536,stephen,corps,Sailboard
115,15:45:00,32.75,536,stephen,corps,Sailboard
115,12:17:00,32.64,536,stephen,corps,Sailboard
115,13:56:00,32.59,536,stephen,corps,Sailboard
115,16:01:00,32.58,536,stephen,corps,Sailboard
115,13:27:00,32.10,536,stephen,corps,Sailboard
115,12:04:00,31.77,536,stephen,corps,Sailboard
115,16:23:00,31.59,536,stephen,corps,Sailboard
115,11:57:00,30.93,536,stephen,corps,Sailboard
115,15:31:00,30.67,536,stephen,corps,Sailboard
115,14:29:00,29.95,536,stephen,corps,Sailboard
127,15:18:00,32.93,536,david,connor,Sailboard
127,15:43:00,31.81,536,david,connor,Sailboard
129,12:26:00,29.89,536,Tim,Fricke,Sailboard
129,12:18:00,29.57,536,Tim,Fricke,Sailboard
129,13:39:00,28.47,536,Tim,Fricke,Sailboard
129,11:47:00,27.62,536,Tim,Fricke,Sailboard
129,11:58:00,27.53,536,Tim,Fricke,Sailboard
129,12:07:00,26.64,536,Tim,Fricke,Sailboard
129,13:19:00,0.33,536,Tim,Fricke,Sailboard
142,12:32:00,22.16,536,John,Langdown,Sailboard
143,12:25:00,21.45,536,Charlie,Wilson,Sailboard
144,16:28:00,29.24,536,steve,giles,Sailboard
144,15:51:00,29.17,536,steve,giles,Sailboard
144,16:08:00,28.68,536,steve,giles,Sailboard
144,15:58:00,28.36,536,steve,giles,Sailboard
144,14:12:00,27.79,536,steve,giles,Sailboard
144,15:44:00,27.16,536,steve,giles,Sailboard
145,14:31:00,26.23,536,David,Mordecai,Sailboard
155,12:16:00,30.70,536,Sam,Latham,Sailboard
155,12:07:00,29.56,536,Sam,Latham,Sailboard
155,11:49:00,29.50,536,Sam,Latham,Sailboard
155,12:29:00,28.81,536,Sam,Latham,Sailboard
155,11:54:00,28.70,536,Sam,Latham,Sailboard
155,13:55:00,28.61,536,Sam,Latham,Sailboard
155,14:02:00,27.56,536,Sam,Latham,Sailboard
155,11:28:00,27.52,536,Sam,Latham,Sailboard
155,11:38:00,26.50,536,Sam,Latham,Sailboard
157,15:46:00,34.28,536,nigel,spriggs,Sailboard
157,12:04:00,33.10,536,nigel,spriggs,Sailboard
157,12:18:00,32.99,536,nigel,spriggs,Sailboard
157,16:22:00,32.70,536,nigel,spriggs,Sailboard
157,15:40:00,32.47,536,nigel,spriggs,Sailboard
157,11:36:00,32.09,536,nigel,spriggs,Sailboard
157,13:28:00,32.01,536,nigel,spriggs,Sailboard
157,12:25:00,31.86,536,nigel,spriggs,Sailboard
157,11:26:00,31.83,536,nigel,spriggs,Sailboard
157,11:51:00,31.67,536,nigel,spriggs,Sailboard
157,11:58:00,31.48,536,nigel,spriggs,Sailboard
157,15:57:00,30.40,536,nigel,spriggs,Sailboard
157,12:32:00,30.32,536,nigel,spriggs,Sailboard
157,11:45:00,28.94,536,nigel,spriggs,Sailboard
157,12:11:00,2.44,536,nigel,spriggs,Sailboard
164,13:56:00,27.93,536,Glenn,Weedon,Sailboard
164,11:49:00,27.14,536,Glenn,Weedon,Sailboard
164,12:03:00,25.92,536,Glenn,Weedon,Sailboard
164,11:35:00,24.44,536,Glenn,Weedon,Sailboard
171,13:55:00,24.80,536,Alex,Mitchell,Sailboard
171,11:32:00,24.31,536,Alex,Mitchell,Sailboard
171,12:02:00,23.77,536,Alex,Mitchell,Sailboard
171,11:46:00,23.64,536,Alex,Mitchell,Sailboard
171,12:25:00,0.74,536,Alex,Mitchell,Sailboard
180,16:09:00,33.96,536,John,Sanderson,Sailboard
180,14:15:00,33.81,536,John,Sanderson,Sailboard
180,16:24:00,33.33,536,John,Sanderson,Sailboard
180,14:25:00,33.23,536,John,Sanderson,Sailboard
180,15:50:00,33.12,536,John,Sanderson,Sailboard
180,15:35:00,32.70,536,John,Sanderson,Sailboard
180,12:15:00,32.66,536,John,Sanderson,Sailboard
180,13:51:00,32.53,536,John,Sanderson,Sailboard
180,15:25:00,32.17,536,John,Sanderson,Sailboard
180,12:07:00,32.08,536,John,Sanderson,Sailboard
180,13:43:00,31.85,536,John,Sanderson,Sailboard
180,11:41:00,31.66,536,John,Sanderson,Sailboard
180,11:58:00,31.24,536,John,Sanderson,Sailboard
180,14:15:00,29.62,536,John,Sanderson,Sailboard
180,14:03:00,28.98,536,John,Sanderson,Sailboard
180,11:35:00,28.43,536,John,Sanderson,Sailboard
181,13:53:00,32.12,536,Peter,Martin,Sailboard
181,15:55:00,31.48,536,Peter,Martin,Sailboard
181,14:24:00,30.57,536,Peter,Martin,Sailboard
181,16:06:00,29.90,536,Peter,Martin,Sailboard
181,13:32:00,28.47,536,Peter,Martin,Sailboard
181,14:07:00,28.24,536,Peter,Martin,Sailboard
181,12:12:00,27.56,536,Peter,Martin,Sailboard
181,12:22:00,25.73,536,Peter,Martin,Sailboard
181,13:33:00,9.42,536,Peter,Martin,Sailboard
181,13:47:00,1.11,536,Peter,Martin,Sailboard
206,14:28:00,27.20,536,Martin,Allman,Sailboard
206,15:42:00,25.95,536,Martin,Allman,Sailboard
206,12:24:00,24.22,536,Martin,Allman,Sailboard
206,12:13:00,23.75,536,Martin,Allman,Sailboard
215,13:34:00,30.34,536,george,warren,Sailboard
215,13:52:00,30.09,536,george,warren,Sailboard
215,11:43:00,30.09,536,george,warren,Sailboard
215,13:08:00,29.67,536,george,warren,Sailboard
215,13:20:00,28.35,536,george,warren,Sailboard
215,11:29:00,27.78,536,george,warren,Sailboard
215,14:03:00,1.50,536,george,warren,Sailboard
241,16:14:00,23.55,536,Trevor,Funnell,Sailboard
250,16:17:00,26.54,536,Alastair,Nichol,Sailboard
276,12:18:00,23.02,536,ian,Grounds,Sailboard
292,14:10:00,30.07,536,Nic,Dodd,Sailboard
292,13:52:00,28.59,536,Nic,Dodd,Sailboard
292,12:14:00,27.97,536,Nic,Dodd,Sailboard
292,13:37:00,27.42,536,Nic,Dodd,Sailboard
292,11:58:00,27.18,536,Nic,Dodd,Sailboard
328,14:11:00,30.01,536,Adrian,Wallis,Sailboard
328,13:50:00,29.91,536,Adrian,Wallis,Sailboard
328,11:40:00,29.72,536,Adrian,Wallis,Sailboard
328,13:41:00,29.64,536,Adrian,Wallis,Sailboard
328,12:04:00,29.46,536,Adrian,Wallis,Sailboard
328,15:23:00,29.40,536,Adrian,Wallis,Sailboard
328,15:48:00,29.21,536,Adrian,Wallis,Sailboard
328,11:55:00,29.04,536,Adrian,Wallis,Sailboard
328,12:28:00,29.01,536,Adrian,Wallis,Sailboard
328,15:40:00,28.73,536,Adrian,Wallis,Sailboard
328,11:45:00,28.49,536,Adrian,Wallis,Sailboard
328,13:25:00,28.31,536,Adrian,Wallis,Sailboard
328,15:56:00,28.31,536,Adrian,Wallis,Sailboard
328,13:14:00,27.48,536,Adrian,Wallis,Sailboard
328,14:27:00,25.03,536,Adrian,Wallis,Sailboard
333,13:40:00,31.33,536,david,barnard,Sailboard
333,11:52:00,27.98,536,david,barnard,Sailboard
333,13:09:00,26.64,536,david,barnard,Sailboard
348,13:40:00,24.92,536,Marcus,Partridge,Sailboard
348,11:49:00,23.84,536,Marcus,Partridge,Sailboard
348,12:09:00,22.41,536,Marcus,Partridge,Sailboard
348,12:23:00,21.97,536,Marcus,Partridge,Sailboard
348,11:30:00,21.95,536,Marcus,Partridge,Sailboard
348,13:26:00,21.87,536,Marcus,Partridge,Sailboard
348,11:56:00,20.41,536,Marcus,Partridge,Sailboard
348,11:37:00,2.38,536,Marcus,Partridge,Sailboard
407,16:31:00,35.02,536,Simon,Hinkley,Sailboard
407,16:22:00,34.96,536,Simon,Hinkley,Sailboard
407,13:48:00,34.79,536,Simon,Hinkley,Sailboard
407,13:34:00,34.03,536,Simon,Hinkley,Sailboard
407,14:22:00,33.85,536,Simon,Hinkley,Sailboard
407,12:09:00,33.54,536,Simon,Hinkley,Sailboard
407,11:42:00,33.47,536,Simon,Hinkley,Sailboard
407,15:52:00,33.42,536,Simon,Hinkley,Sailboard
407,11:26:00,33.42,536,Simon,Hinkley,Sailboard
407,13:10:00,33.29,536,Simon,Hinkley,Sailboard
407,14:10:00,32.28,536,Simon,Hinkley,Sailboard
