Place,Helmname,Fleet
1,Thomas Eskdale,Men's Sailboard
2,Dave Strudwick,Men's Sailboard
3,Scotty Stallman,Men's Sailboard
4,Adrian Wallis,Men's Sailboard
5,Gavin Nicholson,Men's Sailboard
6,Tyler Baker,Men's Sailboard
7,James Faley,Men's Sailboard
